PWGTP,SEX,RAC1P,AGEP,PUMA,ST,
95,1,1,29,902,31,
112,1,1,29,902,31,
310,1,1,70,901,31,
358,2,1,60,901,31,
40,1,1,71,901,31,
125,2,1,52,903,31,
223,2,1,22,904,31,
111,1,1,24,904,31,
129,1,2,59,902,31,
111,2,2,48,902,31,
332,1,2,40,903,31,
95,2,1,27,904,31,
132,1,1,31,904,31,
92,1,1,29,904,31,
111,1,1,55,901,31,
111,1,1,66,901,31,
130,2,1,64,901,31,
122,2,1,49,904,31,
118,1,1,49,904,31,
116,1,1,59,904,31,
139,1,1,60,902,31,
151,2,1,59,902,31,
127,2,1,40,904,31,
387,2,2,27,901,31,
127,1,1,19,903,31,
121,2,1,62,903,31,
118,1,1,64,903,31,
122,1,1,25,901,31,
144,1,1,28,901,31,
194,1,6,24,903,31,
139,1,1,59,904,31,
148,2,1,57,904,31,
105,1,1,67,902,31,
128,2,1,64,902,31,
116,2,1,61,903,31,
38,2,1,33,902,31,
39,2,1,48,901,31,
40,1,1,52,901,31,
279,2,9,27,904,31,
317,1,1,49,904,31,
174,1,1,47,902,31,
189,2,1,46,902,31,
121,1,1,36,902,31,
132,2,1,34,902,31,
97,1,3,71,904,31,
107,2,1,75,904,31,
90,2,1,84,902,31,
113,1,1,61,902,31,
121,2,1,59,902,31,
139,1,1,44,901,31,
142,2,1,42,901,31,
84,1,2,60,904,31,
163,2,6,35,903,31,
130,2,1,35,901,31,
155,2,1,94,901,31,
119,1,1,47,901,31,
121,2,1,43,901,31,
103,1,8,30,903,31,
56,1,8,23,903,31,
109,2,8,21,903,31,
88,1,1,28,902,31,
97,2,1,23,902,31,
113,1,1,42,902,31,
123,2,1,55,902,31,
139,1,1,38,901,31,
143,2,1,38,901,31,
109,1,1,34,904,31,
123,2,1,42,901,31,
116,1,1,48,901,31,
130,1,1,24,901,31,
121,2,1,21,901,31,
136,2,1,46,904,31,
127,1,1,43,904,31,
151,2,1,19,904,31,
116,2,1,24,902,31,
124,1,1,30,902,31,
118,2,1,49,903,31,
125,2,1,54,902,31,
118,2,1,24,901,31,
91,2,1,28,901,31,
199,2,2,52,904,31,
87,1,1,66,904,31,
109,2,1,66,904,31,
426,2,1,22,902,31,
111,1,1,58,902,31,
118,2,1,47,902,31,
144,2,1,30,902,31,
106,2,1,27,902,31,
113,2,1,65,902,31,
97,1,1,34,901,31,
142,2,1,46,901,31,
139,1,1,41,901,31,
116,2,2,70,903,31,
105,2,2,32,903,31,
32,2,1,25,901,31,
31,1,1,27,901,31,
32,1,1,69,902,31,
45,2,9,72,902,31,
121,2,2,67,903,31,
115,1,2,30,903,31,
127,1,1,19,903,31,
92,1,1,28,904,31,
129,1,1,32,904,31,
106,2,1,29,904,31,
106,1,1,28,904,31,
106,1,1,27,904,31,
139,1,2,26,904,31,
127,1,1,24,904,31,
127,1,1,24,904,31,
119,2,1,24,904,31,
127,1,1,23,904,31,
119,2,1,23,904,31,
125,1,1,22,904,31,
104,1,1,74,901,31,
120,2,1,59,901,31,
107,2,2,78,903,31,
129,1,2,43,903,31,
295,2,1,22,902,31,
344,2,1,22,902,31,
134,1,2,57,904,31,
195,2,1,33,902,31,
471,1,1,33,902,31,
520,2,1,39,904,31,
107,1,2,69,903,31,
113,2,2,72,903,31,
115,1,1,59,904,31,
244,2,2,49,903,31,
326,1,2,27,903,31,
399,1,2,24,903,31,
459,1,2,29,902,31,
443,2,2,21,902,31,
147,2,1,67,903,31,
102,1,8,30,901,31,
82,2,8,26,901,31,
111,1,8,49,904,31,
111,1,8,30,904,31,
102,2,8,20,904,31,
82,2,1,25,901,31,
83,1,1,27,901,31,
115,1,1,36,902,31,
123,2,1,38,902,31,
196,1,1,82,902,31,
167,2,1,49,904,31,
118,2,1,30,902,31,
100,1,1,31,902,31,
128,2,1,50,901,31,
129,1,1,22,901,31,
121,2,1,45,902,31,
113,1,1,58,902,31,
132,2,1,19,902,31,
122,2,1,36,902,31,
115,1,1,37,902,31,
107,2,1,22,904,31,
117,2,1,83,904,31,
130,1,1,53,901,31,
123,2,1,47,901,31,
135,2,1,34,901,31,
127,1,1,37,901,31,
131,1,1,62,902,31,
142,2,1,58,902,31,
123,1,1,46,903,31,
110,2,1,67,902,31,
110,1,1,62,902,31,
118,2,1,62,902,31,
118,2,1,24,901,31,
128,1,1,24,901,31,
144,2,8,47,902,31,
104,1,8,48,902,31,
48,1,8,22,902,31,
102,1,1,33,902,31,
77,2,8,32,902,31,
139,1,1,35,901,31,
16,2,1,27,902,31,
18,1,1,29,902,31,
260,1,8,58,903,31,
331,2,8,56,903,31,
165,1,8,21,903,31,
120,2,1,43,902,31,
108,1,1,48,902,31,
116,2,1,45,902,31,
119,1,1,24,902,31,
113,1,1,19,902,31,
99,1,2,49,903,31,
128,2,1,33,903,31,
111,1,1,47,902,31,
121,2,1,50,902,31,
73,1,3,46,901,31,
144,2,1,57,903,31,
114,1,1,77,903,31,
111,1,1,23,902,31,
106,2,1,23,902,31,
194,2,2,52,903,31,
104,1,1,31,903,31,
118,2,1,30,903,31,
104,2,1,75,904,31,
118,1,1,76,904,31,
67,1,9,33,904,31,
155,2,1,71,904,31,
210,1,1,50,904,31,
191,1,1,49,904,31,
131,1,1,39,902,31,
139,2,1,39,902,31,
330,2,1,46,904,31,
160,1,3,36,902,31,
386,1,1,49,902,31,
87,1,1,75,904,31,
112,2,1,73,904,31,
108,1,1,41,904,31,
119,2,8,41,904,31,
97,2,1,83,904,31,
101,1,1,71,902,31,
106,2,1,66,902,31,
135,1,1,40,902,31,
135,1,2,63,901,31,
112,2,2,60,901,31,
156,1,2,37,901,31,
559,1,1,24,901,31,
156,2,1,33,903,31,
116,1,1,63,903,31,
119,2,1,63,903,31,
122,2,1,57,902,31,
115,1,1,61,902,31,
198,2,1,32,902,31,
169,1,1,32,902,31,
92,2,3,25,904,31,
116,1,2,75,903,31,
142,1,2,49,903,31,
133,1,6,37,902,31,
125,2,6,35,902,31,
206,2,6,24,903,31,
242,2,6,25,903,31,
244,2,6,24,903,31,
120,1,1,42,904,31,
131,2,8,41,904,31,
118,2,1,80,902,31,
111,1,1,71,901,31,
116,2,1,68,901,31,
12,1,9,51,902,31,
26,2,1,46,902,31,
125,1,1,43,901,31,
124,1,6,35,902,31,
102,1,1,63,902,31,
111,2,1,61,902,31,
78,1,1,51,904,31,
139,1,2,29,903,31,
167,1,1,19,903,31,
135,1,1,24,903,31,
135,1,1,20,903,31,
82,2,1,26,901,31,
83,1,1,26,901,31,
135,1,1,41,902,31,
165,2,1,43,902,31,
213,2,1,69,902,31,
128,2,1,43,901,31,
125,1,1,19,901,31,
292,2,2,81,903,31,
134,1,1,46,901,31,
51,2,1,50,904,31,
113,1,1,54,904,31,
106,2,1,42,901,31,
122,1,1,60,904,31,
131,2,1,59,904,31,
116,1,1,35,901,31,
119,2,1,36,901,31,
84,1,1,26,904,31,
90,2,1,27,904,31,
87,1,1,26,904,31,
90,2,1,26,902,31,
88,1,1,26,902,31,
140,2,8,63,903,31,
189,1,6,34,903,31,
126,2,1,30,901,31,
118,1,1,35,901,31,
260,2,1,28,902,31,
306,1,1,33,902,31,
387,1,1,82,902,31,
36,2,1,71,901,31,
36,1,1,76,901,31,
125,1,1,57,903,31,
128,2,1,57,903,31,
124,2,1,66,904,31,
268,2,2,23,903,31,
113,1,1,57,904,31,
122,2,1,56,904,31,
84,2,8,33,904,31,
92,1,8,29,904,31,
123,2,1,49,901,31,
161,1,1,45,903,31,
166,2,1,45,903,31,
116,2,1,31,901,31,
108,1,1,36,901,31,
104,2,8,81,902,31,
336,1,1,32,902,31,
146,1,2,46,903,31,
50,2,1,22,901,31,
83,2,1,53,904,31,
130,1,6,36,901,31,
126,2,1,45,901,31,
131,2,1,67,901,31,
160,1,1,47,901,31,
123,1,2,37,901,31,
123,2,1,37,901,31,
120,1,1,55,901,31,
128,2,1,53,901,31,
133,1,1,21,901,31,
164,1,1,70,902,31,
174,2,1,68,902,31,
106,1,8,43,904,31,
119,2,8,43,904,31,
109,2,1,77,904,31,
116,1,1,56,901,31,
123,2,1,56,901,31,
123,2,1,53,903,31,
172,1,1,62,901,31,
113,1,1,63,902,31,
123,2,1,63,902,31,
104,1,8,28,903,31,
97,2,1,24,902,31,
120,1,1,40,901,31,
123,2,1,36,901,31,
152,2,1,59,901,31,
113,1,1,72,901,31,
130,2,1,63,901,31,
112,2,1,46,903,31,
108,1,1,18,903,31,
358,2,1,42,902,31,
336,1,1,46,902,31,
171,2,1,62,903,31,
131,2,1,35,904,31,
61,1,3,36,904,31,
109,1,1,58,901,31,
114,2,1,57,901,31,
130,2,1,46,902,31,
121,1,1,57,902,31,
128,1,1,46,901,31,
127,1,1,47,902,31,
139,2,1,46,902,31,
153,2,1,18,902,31,
109,2,1,73,901,31,
127,1,1,41,901,31,
138,2,1,34,901,31,
170,2,1,80,902,31,
135,1,1,56,901,31,
142,2,1,54,901,31,
118,1,1,59,903,31,
121,2,1,56,903,31,
108,1,1,26,903,31,
386,2,1,70,903,31,
497,2,1,44,903,31,
133,2,1,47,901,31,
118,1,1,27,901,31,
83,2,1,30,903,31,
54,1,1,24,903,31,
78,1,1,19,903,31,
130,1,1,34,904,31,
109,2,1,27,904,31,
313,2,1,30,903,31,
267,1,1,27,903,31,
263,1,1,66,904,31,
99,2,1,36,902,31,
95,1,1,37,902,31,
109,2,1,42,903,31,
162,1,1,41,902,31,
108,1,1,32,902,31,
128,2,1,33,902,31,
35,1,1,70,901,31,
36,2,1,65,901,31,
127,2,1,47,902,31,
122,1,1,59,902,31,
119,1,1,19,902,31,
113,2,1,30,902,31,
97,1,1,34,902,31,
406,1,2,21,903,31,
274,2,1,21,903,31,
117,1,1,48,904,31,
124,2,1,48,904,31,
223,1,1,52,902,31,
226,2,1,53,902,31,
92,1,1,68,902,31,
110,2,1,64,902,31,
97,2,2,82,902,31,
114,1,1,32,901,31,
94,2,1,29,901,31,
75,2,2,46,901,31,
66,1,2,19,901,31,
83,1,8,27,904,31,
88,2,1,25,904,31,
132,1,1,37,904,31,
109,2,2,25,901,31,
88,1,2,45,902,31,
117,2,2,42,902,31,
67,1,1,25,904,31,
128,2,1,44,902,31,
173,2,1,52,902,31,
170,1,1,58,901,31,
179,2,1,59,901,31,
125,1,1,46,901,31,
127,1,1,18,901,31,
99,2,1,29,902,31,
110,2,1,82,904,31,
93,1,1,69,902,31,
99,2,1,66,902,31,
124,1,1,37,902,31,
165,1,1,39,903,31,
168,2,1,43,903,31,
120,1,1,42,901,31,
125,2,1,58,901,31,
147,2,1,22,901,31,
122,1,1,53,902,31,
120,2,1,43,902,31,
116,2,1,58,902,31,
113,1,1,57,902,31,
127,2,1,73,903,31,
424,1,1,24,903,31,
106,1,1,25,901,31,
118,2,1,23,901,31,
133,2,1,39,901,31,
151,1,1,41,901,31,
162,1,1,33,902,31,
194,2,1,32,902,31,
97,2,1,28,901,31,
97,1,1,28,901,31,
102,1,1,21,904,31,
120,1,1,23,904,31,
120,1,1,21,904,31,
111,1,1,19,904,31,
113,2,3,28,902,31,
122,1,1,34,902,31,
123,1,1,53,901,31,
123,2,1,51,901,31,
110,1,1,49,902,31,
118,2,1,48,902,31,
125,2,1,54,902,31,
115,1,1,55,902,31,
109,2,1,29,902,31,
114,1,1,65,903,31,
128,2,1,61,903,31,
151,1,1,38,903,31,
131,2,1,33,904,31,
111,1,1,33,904,31,
113,1,1,77,902,31,
104,2,1,78,902,31,
108,1,1,48,902,31,
118,2,1,47,902,31,
128,2,2,40,901,31,
172,1,1,52,904,31,
410,2,9,36,903,31,
102,2,9,55,904,31,
138,1,2,48,904,31,
154,1,1,55,902,31,
167,2,1,54,902,31,
90,2,1,26,903,31,
158,1,1,85,903,31,
138,2,1,86,903,31,
115,1,1,35,902,31,
121,2,1,35,902,31,
123,2,1,36,902,31,
118,1,1,40,901,31,
121,2,1,38,901,31,
118,2,1,41,902,31,
112,1,1,39,902,31,
113,2,1,44,902,31,
123,2,1,18,902,31,
115,1,1,55,903,31,
114,1,1,24,901,31,
113,1,1,48,901,31,
121,2,1,47,901,31,
179,1,1,42,901,31,
186,2,1,42,901,31,
113,2,1,67,903,31,
137,1,8,82,901,31,
123,2,8,80,901,31,
170,2,2,50,903,31,
108,1,1,65,903,31,
122,1,1,47,904,31,
119,1,1,51,902,31,
120,2,1,45,902,31,
120,1,1,43,901,31,
131,2,1,30,901,31,
115,1,1,19,903,31,
157,2,1,94,901,31,
107,1,1,27,901,31,
119,2,1,24,901,31,
146,2,1,34,902,31,
153,1,1,31,903,31,
113,1,1,38,902,31,
113,2,6,36,902,31,
182,2,1,19,901,31,
103,2,1,67,902,31,
334,2,2,41,903,31,
328,1,2,41,903,31,
104,1,1,65,901,31,
109,2,1,67,901,31,
145,2,1,44,901,31,
117,1,1,58,904,31,
126,2,1,57,904,31,
132,1,1,30,904,31,
126,2,1,53,901,31,
123,2,1,34,903,31,
111,2,1,80,903,31,
151,1,1,42,903,31,
121,2,1,34,903,31,
97,1,2,34,903,31,
111,2,1,60,902,31,
106,1,1,62,902,31,
356,1,1,51,903,31,
111,2,1,38,901,31,
109,1,1,44,901,31,
243,2,1,26,904,31,
336,1,1,36,904,31,
131,2,1,48,903,31,
114,2,1,26,903,31,
116,1,1,29,903,31,
125,2,1,22,903,31,
151,1,1,35,903,31,
173,1,1,57,904,31,
280,2,2,33,901,31,
128,2,1,49,902,31,
117,1,1,49,902,31,
130,1,1,22,902,31,
93,1,1,28,901,31,
94,2,1,27,901,31,
37,2,1,94,901,31,
125,1,1,52,901,31,
123,2,1,47,901,31,
92,2,1,29,902,31,
88,1,1,29,902,31,
108,1,1,40,901,31,
111,2,1,39,901,31,
113,1,1,56,901,31,
119,2,1,57,901,31,
106,2,1,70,902,31,
66,1,2,40,904,31,
128,2,1,61,901,31,
110,1,1,43,902,31,
118,2,1,39,902,31,
118,2,1,68,902,31,
224,1,1,27,904,31,
40,1,1,71,901,31,
51,2,1,39,901,31,
118,2,1,63,901,31,
104,1,1,65,901,31,
116,1,1,56,901,31,
121,2,1,56,901,31,
106,1,1,25,901,31,
172,1,1,45,904,31,
182,2,1,80,904,31,
114,2,1,38,902,31,
111,1,1,42,902,31,
76,1,2,53,904,31,
119,2,1,46,901,31,
125,1,1,50,901,31,
166,2,1,53,903,31,
159,2,1,77,903,31,
197,2,1,34,903,31,
125,2,1,19,903,31,
381,1,1,41,901,31,
118,2,1,60,901,31,
116,1,1,62,901,31,
103,1,1,33,902,31,
120,2,1,32,902,31,
144,2,1,63,904,31,
124,1,1,68,904,31,
175,2,1,42,904,31,
291,2,2,57,903,31,
417,2,2,36,903,31,
491,1,2,20,903,31,
99,2,1,82,902,31,
141,1,8,30,901,31,
128,2,1,28,901,31,
94,2,1,81,902,31,
128,2,1,55,901,31,
105,2,8,59,904,31,
80,1,8,61,904,31,
92,2,8,25,904,31,
90,1,2,73,903,31,
163,2,2,48,903,31,
120,1,1,57,901,31,
125,2,1,48,901,31,
111,1,1,27,901,31,
288,1,1,29,902,31,
344,2,1,25,902,31,
435,1,1,42,902,31,
106,2,1,71,902,31,
124,1,1,34,902,31,
111,2,2,25,903,31,
117,2,2,67,903,31,
142,1,2,41,903,31,
121,2,1,80,902,31,
169,1,1,50,902,31,
153,1,1,46,902,31,
115,2,1,46,902,31,
118,1,1,40,904,31,
35,1,1,57,901,31,
39,2,1,53,901,31,
123,2,1,39,901,31,
233,2,2,62,904,31,
97,2,2,61,903,31,
101,1,1,74,902,31,
108,2,1,65,902,31,
83,2,2,32,903,31,
87,1,2,33,903,31,
131,1,1,49,902,31,
139,2,1,48,902,31,
136,2,1,20,902,31,
119,1,1,72,902,31,
142,2,1,57,902,31,
132,2,2,31,902,31,
181,2,2,27,902,31,
334,1,1,44,904,31,
347,2,1,45,904,31,
116,1,2,25,903,31,
128,2,1,53,901,31,
120,1,1,57,901,31,
111,1,1,25,901,31,
110,1,1,56,902,31,
120,2,1,54,902,31,
122,1,1,23,902,31,
113,2,1,37,901,31,
118,1,1,47,901,31,
125,2,1,46,901,31,
138,2,1,18,901,31,
124,1,1,32,902,31,
141,2,1,35,902,31,
116,1,1,57,901,31,
123,2,1,56,901,31,
122,2,1,61,902,31,
141,2,1,36,902,31,
133,1,1,41,902,31,
127,1,1,22,903,31,
128,1,1,50,901,31,
116,2,6,46,901,31,
92,1,1,27,901,31,
94,2,1,29,901,31,
115,2,6,19,903,31,
108,1,1,34,902,31,
128,2,1,34,902,31,
133,2,1,48,901,31,
104,1,1,67,903,31,
102,2,1,75,903,31,
112,1,1,73,902,31,
121,1,1,52,902,31,
120,2,1,49,902,31,
115,1,1,79,902,31,
146,1,1,22,904,31,
142,2,1,49,903,31,
161,1,1,62,901,31,
169,2,1,59,901,31,
172,1,1,53,901,31,
471,1,1,56,902,31,
507,2,1,60,902,31,
345,2,8,25,902,31,
189,1,8,23,902,31,
142,2,1,52,902,31,
139,2,1,83,902,31,
186,2,1,39,901,31,
114,1,2,40,903,31,
83,2,2,33,903,31,
118,2,2,18,903,31,
114,2,1,82,901,31,
96,1,1,29,903,31,
104,2,1,20,903,31,
95,1,2,47,902,31,
148,2,1,34,904,31,
106,1,1,25,904,31,
111,1,1,34,901,31,
128,2,1,33,901,31,
116,1,1,79,901,31,
104,2,1,80,901,31,
107,2,1,55,904,31,
117,1,1,47,902,31,
122,2,1,45,902,31,
130,2,1,62,902,31,
418,1,1,28,901,31,
452,2,2,46,903,31,
99,1,1,29,902,31,
103,2,1,25,902,31,
91,2,1,94,903,31,
123,2,1,44,902,31,
120,1,1,44,902,31,
115,1,1,58,902,31,
122,2,1,58,902,31,
120,2,1,20,902,31,
86,1,1,27,902,31,
90,2,1,27,902,31,
111,1,8,49,904,31,
114,2,1,41,904,31,
110,2,1,21,904,31,
118,2,1,30,901,31,
101,1,1,32,901,31,
245,1,2,74,903,31,
125,2,1,41,901,31,
123,1,1,40,901,31,
123,2,1,39,901,31,
123,1,1,40,901,31,
95,2,9,30,903,31,
207,1,1,21,902,31,
381,2,1,27,902,31,
131,2,1,36,904,31,
130,1,1,44,904,31,
118,1,1,59,901,31,
106,1,1,49,904,31,
114,2,1,45,904,31,
111,2,1,20,904,31,
124,2,1,50,902,31,
99,2,1,82,904,31,
112,2,2,30,901,31,
20,1,1,41,902,31,
22,2,1,43,902,31,
295,1,2,46,903,31,
118,2,1,33,904,31,
103,1,1,31,904,31,
110,1,1,61,902,31,
118,2,1,57,902,31,
104,2,1,86,901,31,
101,2,1,21,901,31,
108,2,1,28,901,31,
119,2,2,24,903,31,
120,1,1,73,902,31,
127,2,1,71,902,31,
142,2,2,71,903,31,
123,2,1,56,902,31,
115,1,1,56,902,31,
106,1,1,25,902,31,
118,1,1,30,903,31,
99,2,1,22,901,31,
89,1,1,27,901,31,
108,1,1,70,901,31,
114,2,1,67,901,31,
148,2,1,94,904,31,
128,2,1,53,902,31,
123,1,1,51,901,31,
120,2,1,51,901,31,
95,1,1,70,902,31,
99,2,1,66,902,31,
123,1,1,68,903,31,
142,2,1,63,903,31,
114,2,1,72,904,31,
109,1,1,75,904,31,
106,1,1,27,903,31,
106,2,1,26,903,31,
114,2,1,67,901,31,
150,2,1,41,901,31,
106,1,2,28,902,31,
85,2,1,26,902,31,
110,1,1,47,902,31,
120,2,1,45,902,31,
150,2,1,41,904,31,
155,1,1,22,904,31,
158,2,1,68,904,31,
131,1,1,58,902,31,
146,2,1,44,904,31,
186,1,1,62,904,31,
197,2,1,58,904,31,
192,2,1,23,904,31,
318,1,1,25,903,31,
317,2,1,26,903,31,
100,2,1,22,903,31,
81,1,1,25,902,31,
89,2,1,23,902,31,
124,2,1,59,901,31,
118,1,1,44,901,31,
47,1,1,58,901,31,
49,2,1,55,901,31,
115,1,1,29,902,31,
120,2,1,28,902,31,
241,1,1,27,902,31,
342,2,1,31,902,31,
155,2,1,51,901,31,
160,1,1,52,901,31,
115,1,1,36,902,31,
73,2,6,31,902,31,
130,2,2,65,903,31,
326,2,1,19,902,31,
408,2,1,55,902,31,
137,1,1,62,904,31,
118,2,1,81,902,31,
115,1,1,81,902,31,
106,2,1,78,902,31,
156,2,1,38,902,31,
137,1,2,54,902,31,
92,2,1,22,904,31,
115,1,1,22,904,31,
130,2,1,60,903,31,
125,1,1,18,903,31,
113,1,1,37,901,31,
85,2,1,31,901,31,
425,1,1,43,901,31,
496,1,1,43,901,31,
493,1,1,41,901,31,
147,2,1,34,901,31,
130,1,1,34,901,31,
111,2,2,59,903,31,
118,2,1,35,903,31,
118,1,1,35,903,31,
112,2,1,65,904,31,
145,2,1,44,904,31,
111,2,1,72,902,31,
119,1,1,51,901,31,
112,2,1,48,901,31,
149,1,1,50,901,31,
143,2,1,36,901,31,
275,2,2,28,903,31,
108,1,1,66,901,31,
111,2,1,66,901,31,
137,2,1,40,902,31,
133,1,1,42,902,31,
89,2,1,29,902,31,
90,1,1,29,902,31,
98,2,1,24,902,31,
128,1,1,21,901,31,
138,2,1,22,901,31,
298,2,1,28,901,31,
359,1,1,34,901,31,
118,1,1,37,901,31,
121,2,1,37,901,31,
116,2,1,43,902,31,
108,1,1,43,902,31,
104,1,1,38,902,31,
110,2,1,43,902,31,
124,1,2,38,902,31,
135,2,2,37,902,31,
114,2,1,37,903,31,
111,1,8,36,903,31,
119,1,1,20,902,31,
118,1,1,35,903,31,
103,1,1,70,902,31,
111,2,1,66,902,31,
139,1,1,54,901,31,
90,2,1,28,904,31,
89,1,1,29,904,31,
133,2,1,37,901,31,
161,1,1,52,901,31,
102,2,1,88,902,31,
113,1,1,67,904,31,
119,2,1,69,904,31,
334,1,1,40,904,31,
381,2,1,39,904,31,
325,2,1,19,904,31,
348,1,1,18,904,31,
136,1,1,64,901,31,
123,2,1,81,901,31,
45,2,1,69,901,31,
42,1,1,70,901,31,
148,1,1,58,904,31,
155,2,1,58,904,31,
121,1,8,47,901,31,
123,2,1,40,901,31,
84,1,1,60,904,31,
132,1,2,54,903,31,
147,2,1,55,903,31,
159,2,9,18,903,31,
119,2,1,35,904,31,
91,1,1,28,904,31,
113,1,1,62,901,31,
119,2,1,62,901,31,
118,1,1,36,904,31,
179,2,1,78,901,31,
114,2,1,78,901,31,
333,2,2,29,901,31,
106,1,2,79,904,31,
145,2,1,39,901,31,
101,1,1,69,902,31,
106,2,1,66,902,31,
132,2,1,47,903,31,
132,1,1,47,903,31,
166,2,2,44,903,31,
170,2,2,18,903,31,
120,1,1,59,902,31,
127,2,1,57,902,31,
48,2,1,19,901,31,
78,2,1,41,904,31,
111,1,2,66,903,31,
118,2,2,65,903,31,
266,1,1,60,904,31,
115,1,1,58,902,31,
122,2,1,58,902,31,
124,2,1,47,901,31,
118,1,1,47,901,31,
121,2,1,22,901,31,
149,1,1,62,902,31,
160,2,1,62,902,31,
490,2,1,58,904,31,
148,2,2,39,901,31,
113,1,2,32,901,31,
112,2,1,23,904,31,
129,1,1,89,903,31,
113,2,1,87,903,31,
142,1,1,54,902,31,
141,2,1,57,902,31,
38,2,1,62,902,31,
32,1,1,74,902,31,
119,1,1,54,902,31,
117,2,1,48,902,31,
108,1,1,35,901,31,
113,2,1,35,901,31,
121,1,1,58,901,31,
128,2,1,52,901,31,
118,1,1,48,901,31,
118,2,1,22,901,31,
111,1,1,56,902,31,
120,2,1,55,902,31,
94,2,1,29,904,31,
94,1,1,29,904,31,
54,1,1,56,903,31,
162,2,9,48,902,31,
162,1,1,49,902,31,
189,2,1,42,902,31,
107,2,1,90,904,31,
125,1,2,55,901,31,
123,2,1,54,901,31,
122,1,1,35,904,31,
90,2,1,34,904,31,
99,1,9,33,903,31,
110,1,1,34,904,31,
100,1,1,68,902,31,
106,2,1,68,902,31,
457,2,2,43,903,31,
150,2,1,30,901,31,
177,2,1,32,901,31,
127,1,1,28,901,31,
115,1,1,37,902,31,
146,2,1,42,902,31,
110,1,1,18,902,31,
123,2,2,80,903,31,
135,1,2,64,903,31,
130,1,1,53,901,31,
128,2,1,51,901,31,
113,1,1,46,902,31,
122,2,1,45,902,31,
120,2,1,34,902,31,
108,1,1,47,902,31,
115,2,1,43,902,31,
109,2,1,37,903,31,
107,2,1,23,903,31,
116,1,1,21,903,31,
108,1,1,26,903,31,
121,2,1,23,903,31,
113,1,1,55,904,31,
123,2,1,54,904,31,
108,2,2,28,902,31,
122,1,2,35,902,31,
99,2,1,21,901,31,
94,1,2,32,901,31,
142,2,1,49,901,31,
137,1,1,49,901,31,
140,2,1,21,901,31,
151,1,1,20,901,31,
172,1,1,51,904,31,
405,1,2,63,904,31,
41,2,1,74,901,31,
90,1,1,83,902,31,
117,2,1,63,903,31,
115,1,1,47,901,31,
120,2,1,48,901,31,
