PWGTP,SEX,RAC1P,AGEP,PUMA,ST,
104,1,1,70,901,31,
90,2,1,66,901,31,
63,2,1,65,901,31,
72,1,1,66,901,31,
92,1,1,56,902,31,
92,2,1,53,902,31,
146,2,1,39,902,31,
100,1,1,40,902,31,
61,2,2,56,903,31,
72,2,2,26,903,31,
68,2,2,86,903,31,
91,2,2,46,903,31,
126,2,1,67,902,31,
161,1,1,33,901,31,
162,1,1,28,901,31,
139,1,2,74,903,31,
83,1,5,25,903,31,
52,1,1,24,903,31,
69,2,1,26,903,31,
129,2,1,46,902,31,
98,1,1,38,902,31,
147,2,1,27,902,31,
84,1,1,95,901,31,
90,2,1,95,901,31,
337,2,1,38,901,31,
111,2,1,24,901,31,
125,1,1,44,901,31,
149,2,1,44,901,31,
89,2,1,31,902,31,
76,1,1,38,902,31,
105,2,1,51,902,31,
106,1,1,50,902,31,
135,2,1,18,902,31,
85,1,9,61,901,31,
63,2,9,47,901,31,
153,1,9,25,901,31,
113,2,6,24,901,31,
140,1,6,23,901,31,
83,1,1,62,901,31,
90,2,1,66,901,31,
95,1,1,40,901,31,
62,2,1,42,901,31,
77,1,1,23,901,31,
124,2,1,72,903,31,
75,2,1,60,903,31,
78,2,1,59,903,31,
188,2,1,24,902,31,
154,1,1,27,902,31,
135,1,1,34,901,31,
142,2,1,33,901,31,
138,1,1,74,901,31,
119,2,1,74,901,31,
67,2,1,47,902,31,
72,1,1,21,902,31,
259,1,1,56,902,31,
78,1,1,63,902,31,
369,1,1,29,901,31,
79,1,1,86,904,31,
50,1,1,91,904,31,
119,2,2,60,903,31,
88,1,1,59,902,31,
102,2,1,64,902,31,
59,1,1,71,903,31,
63,1,1,37,903,31,
93,2,1,40,903,31,
146,1,1,85,902,31,
105,2,1,85,902,31,
105,1,1,69,901,31,
88,2,1,71,901,31,
303,1,2,44,901,31,
349,2,2,37,901,31,
103,2,1,41,901,31,
174,1,1,47,901,31,
104,1,1,47,902,31,
101,2,1,45,902,31,
79,1,1,18,902,31,
114,2,2,26,901,31,
173,2,1,49,902,31,
111,1,1,30,902,31,
106,2,1,30,902,31,
92,1,1,59,902,31,
104,2,1,56,902,31,
106,1,1,43,901,31,
128,2,1,43,901,31,
126,1,8,46,902,31,
85,2,8,18,902,31,
74,2,8,40,902,31,
174,2,1,28,901,31,
167,1,1,38,901,31,
90,1,1,62,902,31,
100,2,1,58,902,31,
116,1,1,20,902,31,
75,1,1,25,903,31,
101,1,1,30,902,31,
96,2,1,30,902,31,
82,1,1,61,901,31,
101,2,1,60,901,31,
108,2,1,40,903,31,
54,1,1,63,901,31,
63,2,1,53,901,31,
79,2,2,56,903,31,
91,1,2,57,903,31,
99,2,2,25,903,31,
146,2,1,38,902,31,
154,1,1,33,902,31,
99,2,1,50,901,31,
152,1,1,27,901,31,
126,2,1,24,901,31,
143,2,1,67,904,31,
154,1,1,42,904,31,
78,1,1,60,901,31,
116,1,1,35,901,31,
87,1,1,77,901,31,
93,2,1,77,901,31,
129,2,1,45,902,31,
132,1,1,49,902,31,
141,2,1,24,902,31,
229,1,1,30,901,31,
113,2,1,40,901,31,
91,1,1,39,901,31,
83,2,1,75,902,31,
99,1,1,73,902,31,
168,2,2,32,903,31,
140,1,1,34,903,31,
115,2,1,50,901,31,
145,1,1,52,901,31,
93,1,1,19,901,31,
146,2,1,37,904,31,
40,2,1,89,903,31,
81,2,1,47,904,31,
75,2,1,52,904,31,
38,2,1,44,901,31,
28,1,1,56,901,31,
491,1,1,32,904,31,
163,1,1,43,901,31,
195,2,1,38,901,31,
123,2,1,38,903,31,
83,1,1,36,903,31,
217,2,2,43,903,31,
191,1,1,44,903,31,
179,1,2,18,903,31,
108,1,1,44,904,31,
66,2,1,52,904,31,
76,1,1,53,904,31,
162,2,1,69,901,31,
40,2,1,44,901,31,
27,1,1,18,901,31,
80,2,1,88,901,31,
100,2,1,34,902,31,
83,1,1,35,902,31,
61,2,9,20,904,31,
59,1,9,20,904,31,
51,1,1,73,904,31,
60,2,1,71,904,31,
167,1,1,52,902,31,
199,2,1,47,902,31,
156,1,1,18,902,31,
406,1,1,28,902,31,
520,2,1,26,902,31,
515,1,2,25,902,31,
97,1,1,73,902,31,
89,2,1,72,902,31,
136,1,1,69,904,31,
103,1,1,62,901,31,
120,2,1,53,901,31,
85,1,1,32,904,31,
150,2,1,31,904,31,
419,2,3,38,902,31,
437,1,1,38,902,31,
85,1,1,86,901,31,
87,2,1,85,901,31,
146,1,1,35,901,31,
146,2,1,49,901,31,
151,2,1,27,904,31,
177,2,1,26,904,31,
74,2,1,40,902,31,
91,2,1,66,901,31,
101,1,1,65,901,31,
128,1,1,35,901,31,
158,1,1,53,904,31,
88,1,1,60,902,31,
105,2,1,61,902,31,
102,2,1,61,901,31,
83,1,1,61,901,31,
320,1,1,35,904,31,
379,1,1,40,904,31,
416,2,1,20,904,31,
298,2,1,62,902,31,
259,1,1,63,902,31,
381,1,1,31,902,31,
120,1,1,62,904,31,
119,2,1,61,904,31,
59,1,2,61,903,31,
131,1,1,71,902,31,
120,2,1,70,902,31,
77,2,6,41,902,31,
51,1,1,37,902,31,
172,2,9,32,902,31,
202,1,1,45,902,31,
184,1,1,52,903,31,
177,2,1,49,903,31,
52,1,8,44,904,31,
372,2,1,37,904,31,
309,1,1,39,904,31,
114,1,1,46,902,31,
110,2,1,46,902,31,
119,2,1,21,902,31,
108,2,1,32,901,31,
102,1,1,32,901,31,
138,2,1,39,904,31,
90,1,1,32,904,31,
27,1,1,45,902,31,
28,2,1,45,902,31,
20,1,1,19,902,31,
97,1,1,32,904,31,
168,2,1,37,904,31,
303,1,1,70,904,31,
380,1,1,37,904,31,
188,2,6,22,904,31,
90,2,1,95,903,31,
102,2,1,70,901,31,
133,2,1,33,904,31,
118,1,2,68,903,31,
97,1,1,55,901,31,
130,2,1,48,901,31,
96,2,9,27,901,31,
120,1,2,34,901,31,
78,1,1,55,901,31,
74,1,1,39,902,31,
108,2,1,35,902,31,
436,2,1,28,901,31,
419,1,1,29,901,31,
164,1,9,37,902,31,
191,2,1,36,902,31,
270,2,2,54,903,31,
159,1,2,46,904,31,
203,2,1,69,901,31,
201,2,1,24,901,31,
109,1,1,63,903,31,
132,2,1,54,903,31,
137,2,1,28,903,31,
96,2,1,66,901,31,
89,1,1,75,901,31,
133,2,1,67,903,31,
202,2,1,40,902,31,
138,1,1,40,902,31,
109,2,1,48,903,31,
102,1,1,43,903,31,
166,2,1,27,903,31,
122,2,1,19,903,31,
39,2,1,88,903,31,
54,1,1,88,903,31,
84,1,1,63,902,31,
95,2,1,63,902,31,
95,1,2,58,903,31,
111,1,1,60,903,31,
95,2,1,49,902,31,
77,1,1,51,902,31,
111,1,1,32,902,31,
184,2,1,71,901,31,
232,1,1,25,902,31,
287,1,1,25,902,31,
194,1,1,46,902,31,
128,2,1,55,901,31,
87,1,1,39,902,31,
124,1,1,35,901,31,
197,2,1,26,901,31,
287,2,1,35,902,31,
61,2,1,46,903,31,
93,2,2,23,903,31,
171,1,1,33,903,31,
86,1,1,36,901,31,
96,2,1,30,901,31,
78,1,1,75,902,31,
114,1,1,43,904,31,
85,2,1,39,904,31,
116,1,1,21,904,31,
68,1,1,20,904,31,
100,2,1,58,902,31,
88,1,1,57,902,31,
131,2,1,41,904,31,
110,1,1,43,904,31,
43,1,1,21,904,31,
102,1,1,33,902,31,
96,2,1,32,902,31,
93,2,1,84,901,31,
110,2,1,63,902,31,
95,1,1,62,902,31,
108,1,1,36,903,31,
139,2,1,59,904,31,
81,1,1,63,902,31,
93,2,1,61,902,31,
130,2,1,36,901,31,
111,1,1,32,901,31,
161,2,2,34,903,31,
108,2,1,30,901,31,
102,1,1,32,901,31,
78,2,2,85,903,31,
106,1,2,58,903,31,
60,1,6,48,904,31,
97,2,6,42,904,31,
95,1,1,68,902,31,
88,2,1,65,902,31,
138,1,1,73,902,31,
130,2,1,72,902,31,
210,1,2,79,901,31,
248,1,2,43,903,31,
150,2,1,46,901,31,
139,1,1,48,901,31,
97,2,1,18,901,31,
180,2,1,58,902,31,
197,2,1,21,902,31,
80,1,1,27,904,31,
113,2,1,23,904,31,
115,2,1,47,904,31,
145,1,1,26,904,31,
178,2,1,52,902,31,
178,1,1,51,902,31,
189,1,1,27,902,31,
231,2,1,24,902,31,
242,2,1,26,902,31,
109,1,1,71,901,31,
94,2,1,69,901,31,
67,2,1,32,903,31,
70,1,1,39,903,31,
83,1,8,71,904,31,
70,2,8,58,904,31,
66,2,2,75,904,31,
124,1,1,52,903,31,
297,1,1,51,902,31,
81,1,1,40,903,31,
121,2,1,36,903,31,
190,1,1,32,902,31,
222,2,1,28,902,31,
215,1,1,24,902,31,
84,1,6,49,901,31,
171,2,6,38,901,31,
133,1,1,70,901,31,
114,2,1,70,901,31,
74,2,1,22,904,31,
68,1,1,53,903,31,
81,2,1,52,903,31,
134,2,1,66,901,31,
126,2,1,58,901,31,
101,1,1,59,901,31,
98,1,1,59,901,31,
164,2,1,33,904,31,
104,1,1,58,902,31,
104,1,1,32,902,31,
100,2,1,30,902,31,
109,2,1,56,901,31,
88,1,1,64,901,31,
208,2,1,28,904,31,
246,1,1,26,904,31,
66,1,1,44,901,31,
71,1,6,69,902,31,
107,2,6,68,902,31,
75,2,1,39,902,31,
49,1,1,37,902,31,
85,1,1,62,902,31,
116,2,1,55,901,31,
133,2,1,37,901,31,
147,2,1,40,902,31,
109,1,9,18,902,31,
60,2,1,78,904,31,
172,2,3,32,901,31,
185,1,1,34,901,31,
124,2,1,57,902,31,
243,2,1,37,904,31,
421,1,1,42,904,31,
337,1,1,23,904,31,
145,1,1,32,903,31,
135,1,1,59,902,31,
185,2,1,60,902,31,
151,1,1,19,902,31,
155,1,1,68,902,31,
152,2,1,62,902,31,
118,2,1,37,902,31,
81,1,1,42,902,31,
129,2,1,81,904,31,
175,1,1,53,904,31,
95,2,1,60,901,31,
77,1,1,58,901,31,
139,1,6,44,903,31,
242,2,6,43,903,31,
139,2,6,18,903,31,
169,1,6,37,903,31,
166,1,1,45,904,31,
213,2,1,43,904,31,
107,2,1,87,901,31,
83,1,1,51,902,31,
70,2,1,38,902,31,
109,2,9,54,903,31,
112,1,1,62,903,31,
91,2,1,53,901,31,
79,1,1,55,901,31,
187,2,1,32,901,31,
316,2,2,57,904,31,
94,2,2,68,903,31,
93,2,2,44,903,31,
91,2,1,33,901,31,
40,2,1,36,901,31,
33,1,1,44,901,31,
71,1,1,53,902,31,
67,2,8,51,902,31,
102,2,1,20,902,31,
114,2,1,47,901,31,
187,1,1,63,902,31,
207,2,1,65,902,31,
80,1,1,41,902,31,
117,2,1,38,902,31,
34,1,1,41,901,31,
37,2,1,41,901,31,
107,2,1,57,902,31,
125,1,1,30,901,31,
162,1,1,31,901,31,
155,1,1,25,901,31,
93,1,1,23,901,31,
77,1,1,26,902,31,
134,1,1,25,902,31,
94,1,1,27,902,31,
119,1,1,24,902,31,
112,2,1,59,904,31,
179,1,1,58,903,31,
179,2,1,55,903,31,
250,1,1,27,903,31,
187,2,1,24,903,31,
143,1,1,24,903,31,
124,1,1,69,901,31,
105,2,1,66,901,31,
89,1,8,29,902,31,
114,2,1,30,902,31,
215,1,1,46,904,31,
117,2,1,40,902,31,
81,1,1,40,902,31,
62,2,1,64,901,31,
77,2,1,67,904,31,
91,2,1,74,902,31,
113,1,1,78,902,31,
100,2,1,34,901,31,
86,1,1,36,901,31,
304,1,1,30,904,31,
262,2,1,25,904,31,
209,1,1,75,902,31,
61,2,1,68,904,31,
108,1,1,73,904,31,
104,1,1,68,902,31,
96,2,1,67,902,31,
121,2,1,62,904,31,
184,2,1,37,901,31,
151,1,1,38,901,31,
102,2,1,67,901,31,
93,1,1,63,901,31,
127,2,1,28,904,31,
93,1,8,29,904,31,
144,2,2,27,903,31,
108,1,1,72,904,31,
132,2,1,67,904,31,
107,2,1,55,901,31,
126,1,1,54,901,31,
79,1,1,20,901,31,
74,2,1,18,901,31,
101,2,1,27,901,31,
88,1,2,29,901,31,
103,2,1,69,902,31,
109,1,1,71,902,31,
69,2,1,63,901,31,
57,1,1,63,901,31,
66,2,1,74,902,31,
548,1,1,55,904,31,
795,2,1,59,904,31,
497,2,1,37,904,31,
794,2,1,24,904,31,
726,1,1,38,904,31,
649,1,1,25,904,31,
67,2,1,32,901,31,
100,1,1,85,901,31,
252,1,8,41,904,31,
185,2,8,40,904,31,
63,2,2,77,903,31,
208,1,2,36,903,31,
318,1,2,32,903,31,
25,2,1,33,902,31,
140,2,1,40,902,31,
131,1,1,47,902,31,
101,2,1,18,902,31,
132,1,6,27,902,31,
73,2,6,25,902,31,
106,1,1,69,902,31,
101,2,1,68,902,31,
116,2,1,90,902,31,
85,1,1,85,901,31,
90,2,1,82,901,31,
94,1,1,51,902,31,
92,2,1,50,902,31,
128,1,1,80,902,31,
94,2,1,78,902,31,
119,1,1,56,902,31,
151,2,2,95,903,31,
256,2,9,68,903,31,
107,1,1,76,902,31,
80,2,1,79,902,31,
75,2,6,63,901,31,
73,1,6,48,901,31,
117,1,6,69,901,31,
116,1,6,65,901,31,
116,1,6,90,901,31,
120,1,1,41,904,31,
163,2,1,41,904,31,
60,2,1,66,902,31,
84,1,1,57,902,31,
98,2,1,58,902,31,
121,1,1,33,902,31,
41,2,9,57,902,31,
93,2,6,77,902,31,
85,2,9,32,902,31,
71,2,2,70,903,31,
109,1,2,34,903,31,
148,1,1,22,903,31,
306,1,6,25,903,31,
229,2,1,24,903,31,
113,2,1,30,901,31,
103,1,1,36,901,31,
186,2,1,26,904,31,
194,2,1,24,904,31,
189,1,1,20,901,31,
344,2,1,23,901,31,
254,1,1,19,901,31,
241,2,1,28,904,31,
76,2,2,86,903,31,
92,2,2,61,903,31,
107,1,1,48,901,31,
117,2,1,38,901,31,
70,2,1,53,904,31,
82,2,1,21,904,31,
73,2,1,19,904,31,
78,1,1,60,904,31,
91,1,1,58,904,31,
44,2,1,22,901,31,
54,1,1,26,901,31,
114,2,1,60,904,31,
78,2,1,53,901,31,
159,2,1,47,904,31,
150,1,1,38,904,31,
194,2,1,20,904,31,
125,2,1,19,904,31,
608,2,1,85,901,31,
369,2,1,68,901,31,
432,2,1,20,901,31,
145,2,1,34,904,31,
157,1,1,26,904,31,
65,2,1,72,904,31,
85,1,1,85,901,31,
88,2,1,85,901,31,
87,1,1,82,904,31,
118,2,1,74,904,31,
109,2,1,38,901,31,
89,1,1,42,901,31,
108,2,2,58,902,31,
98,1,2,62,902,31,
85,1,2,35,902,31,
84,1,1,36,902,31,
98,2,1,34,902,31,
97,2,1,63,901,31,
120,1,1,61,903,31,
96,1,1,21,903,31,
144,2,1,64,903,31,
140,2,1,38,903,31,
204,2,1,49,901,31,
148,1,1,55,901,31,
93,1,1,25,901,31,
74,2,1,36,902,31,
72,1,1,49,903,31,
102,2,2,50,903,31,
161,2,1,40,904,31,
65,2,1,28,902,31,
69,1,1,31,902,31,
97,1,1,44,901,31,
65,2,1,40,901,31,
165,2,1,41,904,31,
138,1,1,43,904,31,
319,2,1,75,901,31,
64,1,1,67,901,31,
56,2,1,67,901,31,
165,2,1,65,902,31,
178,1,1,69,902,31,
110,2,2,58,903,31,
137,1,2,54,903,31,
140,2,1,40,902,31,
95,1,1,40,902,31,
114,1,1,32,904,31,
99,2,1,29,904,31,
258,2,1,20,903,31,
301,2,1,22,903,31,
302,2,1,20,903,31,
265,2,1,19,903,31,
91,2,1,65,901,31,
86,1,1,80,901,31,
97,2,1,55,904,31,
111,1,1,55,904,31,
121,2,1,21,904,31,
148,2,2,32,903,31,
149,1,1,29,903,31,
97,2,1,30,903,31,
125,2,1,44,901,31,
102,1,1,42,901,31,
123,1,1,52,901,31,
101,2,1,55,901,31,
80,2,1,33,904,31,
65,1,1,38,904,31,
70,1,1,36,904,31,
104,1,1,63,904,31,
150,2,1,58,904,31,
101,1,1,47,903,31,
129,2,1,50,903,31,
85,1,1,23,903,31,
165,2,1,54,901,31,
181,1,1,48,901,31,
173,2,6,18,901,31,
51,1,1,69,904,31,
63,2,1,67,904,31,
68,2,1,56,902,31,
204,1,2,83,903,31,
61,2,1,32,903,31,
445,1,1,59,902,31,
57,1,1,20,901,31,
67,2,1,19,901,31,
118,1,1,30,901,31,
125,2,1,30,901,31,
96,2,1,34,902,31,
114,1,9,35,902,31,
110,2,2,51,901,31,
87,1,2,53,901,31,
210,2,1,40,901,31,
191,1,1,47,901,31,
196,1,1,49,901,31,
139,1,1,20,901,31,
74,2,1,55,901,31,
108,1,2,57,901,31,
217,2,1,64,902,31,
183,2,1,79,903,31,
293,1,1,41,902,31,
127,1,8,49,902,31,
363,1,2,46,903,31,
177,2,2,45,903,31,
241,2,2,21,903,31,
81,1,1,32,904,31,
145,2,1,31,904,31,
340,1,1,25,904,31,
127,2,1,31,901,31,
118,1,1,34,901,31,
100,1,1,39,904,31,
139,2,1,34,904,31,
106,2,1,64,903,31,
95,2,1,70,901,31,
110,1,1,66,901,31,
287,2,2,34,902,31,
130,1,2,32,902,31,
133,2,1,39,903,31,
111,2,1,49,903,31,
140,2,1,62,901,31,
71,1,1,28,902,31,
91,2,1,25,902,31,
120,2,9,47,904,31,
143,1,1,49,904,31,
96,2,9,19,904,31,
193,2,1,50,901,31,
244,1,1,51,901,31,
152,1,1,21,901,31,
127,1,1,32,901,31,
75,1,1,68,902,31,
72,2,1,66,902,31,
126,2,2,72,903,31,
89,1,1,40,903,31,
79,1,1,59,901,31,
96,2,1,58,901,31,
338,2,1,49,901,31,
248,1,1,61,901,31,
231,1,1,23,901,31,
245,1,1,30,901,31,
106,2,1,62,901,31,
142,2,1,58,901,31,
58,2,1,86,904,31,
123,2,1,49,904,31,
118,2,1,68,901,31,
497,2,1,23,902,31,
121,2,1,21,904,31,
70,1,1,24,904,31,
22,2,1,74,902,31,
27,1,1,75,902,31,
24,2,1,45,902,31,
25,1,1,45,902,31,
27,2,1,21,902,31,
91,2,1,53,901,31,
116,1,1,53,901,31,
187,2,1,44,901,31,
125,2,1,61,901,31,
196,1,1,51,901,31,
286,1,2,20,901,31,
197,1,1,20,903,31,
231,1,1,21,903,31,
230,1,1,20,903,31,
13,2,9,26,901,31,
17,1,1,29,901,31,
12,2,1,18,901,31,
99,1,1,37,904,31,
113,2,1,54,901,31,
103,2,3,34,903,31,
204,1,2,79,903,31,
168,2,1,82,904,31,
98,1,1,36,901,31,
79,1,1,35,901,31,
95,2,1,36,901,31,
53,1,1,21,904,31,
106,2,1,49,903,31,
175,1,1,26,903,31,
86,1,1,71,903,31,
113,2,1,68,903,31,
139,2,1,58,904,31,
111,1,1,59,904,31,
128,1,1,59,904,31,
229,2,1,29,901,31,
231,1,9,29,901,31,
93,1,1,53,902,31,
94,2,1,54,902,31,
125,1,1,23,902,31,
278,2,2,80,903,31,
329,2,2,62,903,31,
329,2,2,58,903,31,
183,1,8,24,903,31,
218,1,8,21,903,31,
292,1,8,47,903,31,
115,2,8,47,903,31,
144,2,1,29,902,31,
178,2,1,29,902,31,
52,1,1,57,901,31,
60,2,1,58,901,31,
91,1,1,36,901,31,
107,2,1,43,901,31,
117,2,1,72,904,31,
108,1,1,74,904,31,
439,1,1,56,903,31,
397,1,1,19,903,31,
244,1,1,56,902,31,
268,2,1,71,902,31,
120,1,1,26,901,31,
121,2,1,28,901,31,
344,2,1,61,901,31,
393,1,1,45,902,31,
430,2,1,69,902,31,
96,2,1,76,902,31,
198,2,1,50,901,31,
152,1,1,20,901,31,
106,2,1,39,902,31,
98,1,1,47,902,31,
318,2,2,65,903,31,
92,2,1,88,901,31,
123,2,1,39,902,31,
85,1,1,43,902,31,
103,2,1,63,902,31,
88,1,1,64,902,31,
126,1,1,73,902,31,
85,2,1,66,903,31,
98,2,9,26,901,31,
79,1,8,28,901,31,
62,1,1,78,903,31,
46,2,1,78,903,31,
228,1,1,62,903,31,
207,2,1,38,901,31,
166,1,1,42,901,31,
95,1,1,81,901,31,
97,2,1,81,901,31,
202,2,1,41,902,31,
187,1,1,46,902,31,
167,2,2,57,901,31,
131,2,1,39,903,31,
78,1,1,29,901,31,
97,2,1,29,901,31,
157,2,1,56,901,31,
125,1,1,56,901,31,
102,1,1,43,904,31,
119,2,1,21,904,31,
118,2,8,32,904,31,
80,1,8,35,904,31,
101,2,1,70,902,31,
97,2,1,74,901,31,
111,1,1,72,902,31,
103,2,1,72,902,31,
100,2,1,28,904,31,
78,1,1,30,904,31,
93,2,2,40,903,31,
115,1,2,41,903,31,
94,2,1,21,902,31,
51,2,1,32,903,31,
60,2,1,32,903,31,
302,2,2,48,903,31,
131,2,1,42,902,31,
107,2,1,62,902,31,
93,1,1,55,904,31,
98,2,1,51,904,31,
100,2,1,21,904,31,
43,1,1,18,904,31,
322,2,1,47,902,31,
332,1,1,49,902,31,
358,1,1,23,902,31,
100,1,1,59,901,31,
112,2,1,37,901,31,
105,1,9,18,901,31,
112,1,1,67,901,31,
96,2,1,67,901,31,
115,1,1,65,901,31,
164,2,1,48,901,31,
89,1,1,19,901,31,
154,1,1,41,903,31,
229,2,1,40,903,31,
59,2,1,70,902,31,
65,1,1,70,902,31,
92,1,1,65,904,31,
101,2,1,64,904,31,
104,1,1,67,902,31,
91,1,1,28,902,31,
87,1,1,43,902,31,
127,2,1,38,902,31,
62,2,1,55,901,31,
51,1,1,55,901,31,
80,2,1,27,901,31,
129,1,1,49,902,31,
127,2,1,47,902,31,
140,1,1,21,902,31,
137,1,1,20,902,31,
136,2,1,18,902,31,
129,1,1,38,902,31,
189,2,1,36,902,31,
110,2,1,59,902,31,
96,1,1,60,902,31,
118,2,1,37,901,31,
95,1,1,37,901,31,
394,1,1,71,904,31,
160,2,6,47,904,31,
262,2,6,21,904,31,
102,1,1,71,901,31,
90,2,1,71,901,31,
206,1,1,79,902,31,
152,2,1,78,902,31,
164,1,1,27,902,31,
491,2,1,84,901,31,
120,1,1,30,901,31,
127,2,1,30,901,31,
119,1,1,37,901,31,
78,2,1,35,901,31,
78,1,9,63,902,31,
212,1,6,29,902,31,
138,2,1,31,903,31,
226,1,1,33,903,31,
94,2,1,85,902,31,
127,1,1,87,902,31,
131,1,8,65,901,31,
84,2,8,45,901,31,
176,2,8,19,901,31,
176,2,8,18,901,31,
72,2,1,63,903,31,
87,1,1,57,904,31,
142,2,1,33,904,31,
115,1,1,36,904,31,
111,2,1,40,902,31,
76,1,1,40,902,31,
59,2,1,54,901,31,
79,2,1,25,901,31,
58,1,1,44,901,31,
107,2,1,62,901,31,
87,1,1,61,901,31,
98,1,1,19,904,31,
10,2,1,19,904,31,
125,2,1,18,903,31,
14,1,5,53,903,31,
174,1,1,36,903,31,
93,2,9,19,903,31,
11,1,1,21,904,31,
90,1,1,57,903,31,
11,1,1,20,904,31,
68,2,6,21,904,31,
36,1,1,78,902,31,
103,2,1,20,904,31,
93,2,1,19,903,31,
13,1,5,53,903,31,
199,1,8,26,904,31,
34,2,1,95,903,31,
90,1,1,19,904,31,
12,2,2,19,904,31,
14,1,1,25,904,31,
78,2,1,22,901,31,
90,1,1,36,904,31,
102,2,1,75,903,31,
96,1,1,21,903,31,
49,1,1,70,904,31,
37,2,1,88,903,31,
46,2,1,20,903,31,
80,1,1,25,903,31,
9,1,1,18,902,31,
28,2,1,95,902,31,
22,1,1,36,903,31,
49,1,6,22,903,31,
30,2,1,95,902,31,
36,1,2,51,903,31,
93,1,1,23,903,31,
31,2,1,69,903,31,
100,1,1,19,904,31,
107,1,1,43,904,31,
50,1,1,34,903,31,
94,1,1,36,903,31,
93,2,1,95,902,31,
47,2,1,20,904,31,
20,1,1,72,903,31,
37,2,1,18,903,31,
10,2,1,19,904,31,
92,2,1,18,901,31,
47,1,2,54,904,31,
37,2,1,95,902,31,
28,2,1,81,902,31,
110,2,1,95,902,31,
91,1,1,31,904,31,
107,1,1,31,904,31,
115,2,1,20,904,31,
41,1,1,19,903,31,
33,1,9,20,903,31,
32,1,1,77,903,31,
115,2,1,20,904,31,
39,1,8,26,903,31,
