PWGTP,SEX,RAC1P,AGEP,PUMA,ST,
114,2,1,24,902,31,
112,1,2,85,904,31,
123,2,1,78,902,31,
110,1,1,57,901,31,
148,2,1,49,903,31,
149,2,1,45,903,31,
95,2,1,69,901,31,
101,1,1,79,901,31,
129,2,1,54,903,31,
374,1,8,41,904,31,
355,2,8,38,904,31,
161,2,1,61,901,31,
165,1,1,70,901,31,
153,1,1,66,904,31,
129,1,2,43,903,31,
104,1,1,64,902,31,
101,2,1,63,902,31,
100,1,1,26,902,31,
86,2,1,26,902,31,
138,2,1,47,903,31,
123,2,1,39,902,31,
123,1,1,37,902,31,
92,1,1,72,901,31,
97,2,1,67,901,31,
146,1,1,64,904,31,
145,2,1,62,904,31,
133,1,1,47,902,31,
134,2,1,44,902,31,
121,1,1,55,901,31,
114,2,1,47,901,31,
132,1,1,19,901,31,
378,1,1,43,901,31,
150,2,1,56,901,31,
155,2,1,34,901,31,
119,2,1,60,901,31,
108,2,1,28,901,31,
166,1,1,50,901,31,
167,2,1,56,901,31,
115,1,1,39,901,31,
125,2,1,39,901,31,
115,1,1,60,903,31,
106,2,1,59,903,31,
108,2,1,27,904,31,
99,1,1,29,902,31,
92,2,1,32,902,31,
110,1,1,38,901,31,
122,2,1,36,901,31,
75,2,2,70,903,31,
109,1,1,58,902,31,
114,2,1,54,902,31,
123,1,1,38,901,31,
121,1,1,24,904,31,
182,2,1,37,903,31,
110,2,1,40,903,31,
110,2,1,18,903,31,
103,1,1,20,903,31,
95,2,1,45,903,31,
103,1,1,51,902,31,
112,2,1,52,902,31,
96,2,1,84,902,31,
106,2,1,62,901,31,
105,1,1,59,903,31,
108,2,1,56,901,31,
112,1,1,63,901,31,
97,2,1,21,901,31,
107,1,1,61,902,31,
103,2,1,61,902,31,
116,1,1,78,902,31,
112,2,1,72,902,31,
125,1,1,41,902,31,
179,2,6,35,901,31,
171,1,6,36,901,31,
125,1,1,55,901,31,
132,1,1,29,901,31,
117,1,1,24,901,31,
84,2,2,30,903,31,
115,1,1,35,903,31,
112,1,1,34,901,31,
101,2,1,31,901,31,
116,1,1,21,903,31,
115,1,1,33,903,31,
117,2,1,23,901,31,
130,1,1,23,901,31,
114,2,1,39,902,31,
93,2,1,84,902,31,
167,1,1,27,901,31,
117,2,1,64,903,31,
138,1,1,27,903,31,
110,1,1,57,901,31,
108,2,1,48,904,31,
114,1,1,60,904,31,
123,1,1,55,902,31,
152,2,6,36,902,31,
107,1,1,83,902,31,
86,2,1,81,902,31,
105,1,1,53,902,31,
113,2,1,54,902,31,
101,2,1,72,902,31,
103,1,1,74,902,31,
105,1,1,70,902,31,
105,2,1,68,902,31,
525,2,1,77,904,31,
112,1,1,55,903,31,
112,2,1,54,903,31,
127,1,1,51,902,31,
126,2,1,48,902,31,
116,2,1,21,902,31,
144,2,1,18,902,31,
97,1,1,24,901,31,
114,1,1,38,901,31,
126,2,1,39,901,31,
126,1,1,61,904,31,
131,2,1,55,904,31,
104,1,1,52,902,31,
114,2,1,50,902,31,
110,1,1,32,901,31,
101,2,1,34,901,31,
99,1,1,51,901,31,
108,2,1,51,901,31,
99,2,1,67,903,31,
469,1,2,49,903,31,
178,2,1,38,902,31,
169,1,1,36,902,31,
128,1,1,40,901,31,
135,2,1,59,901,31,
106,2,1,29,901,31,
88,2,2,82,903,31,
142,1,2,55,903,31,
171,1,1,34,901,31,
157,2,1,31,901,31,
125,1,1,38,904,31,
180,2,6,33,904,31,
38,2,1,35,902,31,
34,1,1,35,902,31,
75,2,1,24,902,31,
94,1,1,27,902,31,
132,1,1,80,902,31,
99,2,1,49,903,31,
110,1,1,50,903,31,
109,1,1,24,903,31,
114,1,1,44,901,31,
108,2,1,45,901,31,
106,2,1,55,901,31,
110,1,1,58,901,31,
121,1,1,73,902,31,
117,2,1,59,902,31,
110,1,1,59,904,31,
107,2,1,57,904,31,
131,2,1,39,902,31,
124,1,1,40,902,31,
103,1,1,65,904,31,
105,2,1,63,904,31,
159,2,1,74,904,31,
162,1,1,54,904,31,
97,2,1,65,901,31,
102,2,1,45,904,31,
104,1,1,69,901,31,
117,1,1,51,901,31,
124,1,1,56,904,31,
101,1,1,40,901,31,
128,2,9,41,901,31,
153,1,1,75,904,31,
152,2,1,72,904,31,
324,1,1,52,902,31,
312,1,1,20,902,31,
106,2,1,22,902,31,
149,1,1,77,902,31,
99,1,1,64,901,31,
117,2,1,35,901,31,
110,2,1,82,904,31,
119,2,1,44,902,31,
114,1,1,39,902,31,
174,2,1,36,903,31,
119,1,1,82,901,31,
95,2,1,78,901,31,
114,1,1,28,902,31,
120,1,1,28,902,31,
87,2,1,29,901,31,
109,1,1,32,901,31,
98,1,1,22,901,31,
110,1,1,69,901,31,
113,2,1,65,901,31,
150,1,1,50,901,31,
169,2,1,44,901,31,
101,2,1,59,901,31,
105,1,8,57,904,31,
102,2,1,47,904,31,
109,1,1,56,902,31,
114,2,1,54,902,31,
97,2,1,22,902,31,
136,2,1,35,902,31,
123,1,6,41,902,31,
129,2,6,37,902,31,
117,2,6,70,904,31,
101,1,1,70,904,31,
114,2,1,52,902,31,
94,2,1,26,902,31,
100,1,3,27,902,31,
282,2,2,33,903,31,
114,1,1,64,904,31,
112,2,1,59,904,31,
121,1,1,82,901,31,
58,1,1,26,903,31,
151,2,1,31,904,31,
100,1,1,42,904,31,
95,1,1,95,901,31,
98,2,1,19,903,31,
109,1,1,61,902,31,
112,2,1,54,902,31,
105,1,1,22,902,31,
95,2,1,20,902,31,
93,2,1,82,901,31,
138,1,1,34,902,31,
123,1,2,33,901,31,
139,2,1,32,901,31,
153,1,1,64,904,31,
131,1,1,47,901,31,
117,2,1,48,901,31,
364,2,1,39,901,31,
369,1,1,38,901,31,
140,2,1,33,904,31,
151,1,1,41,904,31,
101,1,1,42,904,31,
116,1,1,45,904,31,
108,1,1,18,904,31,
112,1,1,69,901,31,
111,2,1,59,901,31,
119,1,1,57,903,31,
110,2,1,57,903,31,
101,1,1,70,903,31,
96,2,1,68,903,31,
124,1,1,45,903,31,
315,2,1,61,901,31,
332,1,1,58,901,31,
298,2,1,45,901,31,
323,1,1,43,901,31,
120,1,1,46,902,31,
116,2,1,40,902,31,
108,2,1,67,902,31,
112,1,1,62,902,31,
130,1,1,49,904,31,
114,2,1,47,904,31,
107,2,1,22,904,31,
131,1,1,18,904,31,
76,1,9,42,902,31,
117,2,1,37,902,31,
93,2,9,82,902,31,
114,1,1,83,901,31,
91,2,1,80,901,31,
114,1,1,58,904,31,
126,2,1,51,902,31,
119,1,1,20,902,31,
84,1,3,43,902,31,
82,2,1,95,901,31,
97,2,1,59,903,31,
109,1,1,61,903,31,
114,1,1,65,902,31,
109,2,1,64,902,31,
60,1,2,54,904,31,
117,1,1,50,901,31,
114,2,1,47,901,31,
101,2,1,65,902,31,
102,1,1,65,902,31,
173,2,1,48,904,31,
103,1,1,51,904,31,
112,2,1,19,904,31,
91,1,1,21,904,31,
106,1,1,28,901,31,
90,2,1,27,901,31,
140,1,1,55,902,31,
147,2,1,53,902,31,
288,2,1,26,902,31,
186,1,1,53,903,31,
109,1,1,39,901,31,
119,2,1,35,901,31,
165,2,1,40,901,31,
153,1,1,41,901,31,
101,2,1,58,902,31,
109,1,1,58,902,31,
123,1,1,30,902,31,
129,2,1,79,904,31,
108,1,1,21,902,31,
116,1,1,20,902,31,
117,2,1,18,902,31,
111,2,1,58,901,31,
116,1,1,58,901,31,
108,1,1,44,901,31,
119,2,1,42,901,31,
106,2,1,50,901,31,
101,1,1,52,901,31,
392,1,2,70,903,31,
121,1,1,53,901,31,
118,1,1,21,901,31,
286,2,2,42,903,31,
77,2,2,69,903,31,
125,2,2,53,903,31,
189,1,1,69,901,31,
402,2,2,29,903,31,
102,2,1,27,901,31,
108,2,1,28,901,31,
160,2,2,95,903,31,
112,1,1,55,903,31,
113,2,1,52,903,31,
407,1,6,30,901,31,
123,1,1,47,904,31,
108,2,1,45,904,31,
109,1,1,44,902,31,
117,2,1,41,902,31,
93,2,1,21,902,31,
83,2,2,44,903,31,
95,2,1,78,902,31,
101,2,1,82,901,31,
91,2,1,78,904,31,
108,1,1,61,901,31,
104,2,1,47,901,31,
131,2,1,38,902,31,
127,1,1,38,902,31,
94,2,2,42,903,31,
132,1,1,45,902,31,
129,2,1,38,902,31,
114,1,2,33,902,31,
107,1,1,61,902,31,
103,2,1,55,902,31,
92,2,1,22,902,31,
140,1,1,28,901,31,
119,2,1,28,901,31,
131,1,1,79,904,31,
117,1,2,50,901,31,
97,2,2,44,901,31,
107,1,1,59,902,31,
103,2,1,59,902,31,
128,1,2,42,903,31,
103,2,2,40,903,31,
121,2,1,39,903,31,
130,2,1,36,903,31,
121,1,1,26,902,31,
116,1,2,64,903,31,
102,2,2,59,903,31,
121,1,2,18,903,31,
122,1,6,49,902,31,
127,2,6,49,902,31,
116,2,1,63,902,31,
109,1,1,82,901,31,
88,2,1,82,901,31,
132,1,1,75,901,31,
128,2,1,69,901,31,
102,1,1,42,903,31,
99,2,1,29,901,31,
130,1,1,32,901,31,
90,2,1,82,903,31,
411,1,8,36,904,31,
368,2,8,33,904,31,
90,2,1,75,901,31,
99,2,1,30,902,31,
92,2,1,26,902,31,
134,1,1,43,902,31,
132,2,1,32,902,31,
112,2,2,55,903,31,
322,1,1,49,903,31,
315,1,1,40,903,31,
494,1,2,28,903,31,
99,2,1,26,903,31,
102,2,1,66,901,31,
121,2,1,30,904,31,
103,2,1,57,902,31,
372,2,1,40,904,31,
107,1,1,62,902,31,
103,2,1,60,902,31,
100,1,1,29,902,31,
105,2,1,31,902,31,
147,1,1,36,901,31,
163,2,1,36,901,31,
99,2,1,48,902,31,
433,2,1,36,904,31,
381,1,1,50,904,31,
110,1,1,70,901,31,
115,2,1,72,901,31,
123,1,1,18,903,31,
113,2,1,21,903,31,
108,2,1,68,901,31,
86,2,1,18,904,31,
132,2,1,25,903,31,
170,1,1,29,903,31,
114,1,1,90,902,31,
90,2,1,90,902,31,
114,2,1,61,902,31,
132,2,1,36,901,31,
123,1,1,36,901,31,
112,1,1,30,901,31,
104,2,1,30,901,31,
275,2,1,29,903,31,
370,1,1,26,903,31,
112,2,1,49,901,31,
450,1,9,35,903,31,
103,2,1,34,904,31,
428,2,1,47,901,31,
106,2,1,61,902,31,
112,1,1,55,904,31,
112,1,1,55,904,31,
96,2,2,44,904,31,
124,2,1,28,901,31,
292,1,1,53,901,31,
2,1,1,27,903,31,
112,2,1,42,901,31,
101,1,1,51,901,31,
140,2,1,59,904,31,
108,1,2,52,904,31,
107,1,1,76,904,31,
86,2,1,76,904,31,
103,1,1,51,901,31,
115,2,1,51,901,31,
103,1,1,21,901,31,
106,2,1,44,901,31,
108,1,1,47,901,31,
95,1,1,21,901,31,
94,1,1,20,901,31,
91,1,1,22,901,31,
116,1,1,19,904,31,
119,1,1,36,904,31,
123,2,1,36,904,31,
116,2,1,42,902,31,
111,1,1,42,902,31,
141,2,1,60,901,31,
148,1,1,61,901,31,
115,2,1,45,902,31,
125,1,1,57,902,31,
132,2,1,18,902,31,
116,1,1,34,903,31,
101,2,1,34,903,31,
327,2,1,25,904,31,
126,1,1,52,904,31,
106,2,1,48,904,31,
146,1,1,52,904,31,
152,2,1,55,904,31,
110,2,1,50,903,31,
271,2,1,83,901,31,
303,1,1,50,901,31,
347,2,1,44,901,31,
346,2,1,18,901,31,
161,2,1,62,903,31,
151,1,1,38,902,31,
140,2,1,33,902,31,
91,2,1,75,901,31,
169,1,1,68,904,31,
168,2,1,56,904,31,
108,1,1,36,904,31,
122,2,1,36,904,31,
110,1,1,35,904,31,
121,1,1,55,902,31,
116,2,1,56,902,31,
108,2,1,23,902,31,
134,1,1,18,902,31,
639,1,6,49,903,31,
126,1,2,55,903,31,
105,1,1,35,901,31,
117,2,1,35,901,31,
110,1,8,84,904,31,
51,2,8,78,904,31,
114,1,1,75,902,31,
108,2,1,72,902,31,
130,2,1,54,903,31,
119,1,2,34,903,31,
158,2,2,29,903,31,
119,1,1,85,903,31,
88,2,1,82,903,31,
87,2,1,26,901,31,
95,1,1,24,901,31,
117,1,1,58,901,31,
112,2,1,59,901,31,
114,1,1,56,901,31,
122,2,1,52,901,31,
110,1,1,21,901,31,
110,2,1,52,901,31,
103,1,1,50,901,31,
150,2,1,65,901,31,
111,2,1,89,901,31,
99,2,1,45,903,31,
123,1,6,43,903,31,
121,2,6,36,903,31,
190,2,6,18,903,31,
127,2,9,52,903,31,
107,1,1,54,903,31,
130,2,1,44,901,31,
134,1,1,48,901,31,
104,2,1,61,903,31,
114,1,1,66,903,31,
109,1,1,74,902,31,
112,2,1,71,902,31,
96,1,1,23,902,31,
90,2,1,22,902,31,
98,1,1,22,902,31,
107,1,1,22,902,31,
97,2,1,22,902,31,
117,1,1,46,901,31,
117,2,1,43,901,31,
116,2,1,52,901,31,
110,1,1,39,902,31,
117,2,1,39,902,31,
126,1,1,52,904,31,
117,2,1,60,901,31,
127,1,1,85,902,31,
101,2,1,79,902,31,
135,1,2,66,903,31,
70,2,2,67,903,31,
110,2,1,40,902,31,
104,1,1,37,902,31,
125,1,1,47,901,31,
108,2,1,47,901,31,
83,1,9,23,901,31,
77,2,1,22,901,31,
105,1,1,73,902,31,
107,2,1,71,902,31,
121,1,1,59,901,31,
117,2,1,56,901,31,
111,2,1,25,901,31,
297,1,1,22,902,31,
101,2,1,56,902,31,
90,2,1,23,902,31,
103,1,1,22,902,31,
95,2,1,76,901,31,
108,2,1,56,902,31,
116,2,1,19,902,31,
460,1,1,24,903,31,
403,2,1,23,903,31,
105,2,1,32,904,31,
109,1,1,52,904,31,
94,2,1,55,902,31,
101,1,1,55,902,31,
273,2,1,22,901,31,
359,2,1,19,901,31,
121,2,2,58,903,31,
140,1,2,18,903,31,
147,1,1,67,902,31,
83,2,1,25,902,31,
83,2,1,88,903,31,
103,2,1,62,903,31,
105,1,1,89,904,31,
108,1,1,62,904,31,
112,1,1,53,904,31,
100,2,1,21,904,31,
107,1,1,29,902,31,
94,2,1,27,902,31,
171,1,9,29,902,31,
122,1,1,62,902,31,
276,2,1,77,901,31,
90,2,1,25,903,31,
116,1,1,25,903,31,
121,2,1,40,901,31,
123,1,1,46,901,31,
114,1,1,80,904,31,
124,2,1,53,904,31,
99,1,1,71,901,31,
132,2,1,40,902,31,
125,1,1,40,902,31,
334,2,1,70,902,31,
364,1,1,37,902,31,
108,1,1,57,901,31,
120,2,1,44,901,31,
84,2,1,27,902,31,
103,1,1,28,902,31,
75,2,8,23,901,31,
86,1,8,28,901,31,
159,2,1,37,903,31,
161,1,1,74,903,31,
136,1,1,60,902,31,
107,2,1,68,904,31,
90,1,1,72,901,31,
95,2,1,70,901,31,
96,1,1,54,902,31,
101,2,1,54,902,31,
115,1,1,47,903,31,
99,2,1,44,903,31,
86,2,1,24,903,31,
112,1,1,22,903,31,
112,1,1,18,903,31,
72,2,1,40,903,31,
115,2,1,46,901,31,
110,2,1,69,902,31,
167,1,1,27,904,31,
145,2,1,27,904,31,
93,2,1,84,903,31,
101,1,1,62,903,31,
95,1,1,55,902,31,
103,2,1,54,902,31,
107,1,1,18,902,31,
124,1,8,27,904,31,
113,2,8,23,904,31,
136,1,1,23,901,31,
558,1,6,25,904,31,
99,1,1,43,903,31,
107,2,1,62,902,31,
130,1,1,35,902,31,
121,1,1,32,902,31,
97,2,1,29,902,31,
116,1,1,40,901,31,
59,1,1,32,903,31,
109,1,1,68,902,31,
112,2,1,65,902,31,
125,1,1,23,902,31,
103,2,2,64,903,31,
145,1,2,89,903,31,
118,1,1,49,902,31,
118,2,1,41,902,31,
35,2,1,67,901,31,
163,1,1,60,902,31,
158,2,1,60,902,31,
109,1,1,72,902,31,
110,2,1,72,902,31,
114,2,1,49,902,31,
104,2,2,49,903,31,
178,2,2,24,903,31,
103,1,1,63,902,31,
99,2,1,64,902,31,
119,2,1,35,904,31,
132,1,6,36,904,31,
344,2,1,53,904,31,
119,1,1,64,903,31,
107,1,1,43,902,31,
114,2,1,44,902,31,
112,2,1,53,902,31,
94,2,1,26,902,31,
162,1,1,49,904,31,
169,2,1,43,904,31,
169,2,1,18,904,31,
32,1,1,66,901,31,
33,2,1,66,901,31,
123,1,1,78,904,31,
128,1,1,21,904,31,
142,1,1,21,904,31,
124,2,1,21,904,31,
142,1,1,35,902,31,
132,2,1,33,902,31,
105,1,1,24,904,31,
170,2,1,33,901,31,
104,2,2,53,903,31,
279,1,1,35,901,31,
307,2,1,35,901,31,
92,2,1,81,901,31,
101,2,1,25,902,31,
94,2,2,34,903,31,
138,1,1,27,902,31,
121,1,1,46,902,31,
105,2,1,46,902,31,
108,1,1,56,901,31,
101,2,1,46,901,31,
262,2,2,46,903,31,
277,2,2,49,903,31,
119,2,1,71,901,31,
100,1,1,36,902,31,
81,2,1,29,902,31,
