PWGTP,SEX,RAC1P,AGEP,PUMA,ST,
192,1,1,21,902,31,
147,2,1,52,904,31,
99,2,1,84,902,31,
99,1,1,47,901,31,
125,2,1,51,901,31,
136,1,1,25,901,31,
132,1,1,22,901,31,
178,1,1,55,904,31,
87,1,1,45,902,31,
116,2,1,41,902,31,
109,1,1,44,901,31,
141,2,1,40,901,31,
60,2,1,38,904,31,
91,1,1,38,904,31,
64,1,1,18,904,31,
40,1,1,66,903,31,
82,1,1,75,902,31,
82,2,1,68,902,31,
116,2,1,60,904,31,
102,2,1,58,902,31,
105,2,1,64,901,31,
68,2,1,79,904,31,
160,2,1,61,904,31,
138,1,1,59,904,31,
112,1,1,56,902,31,
101,2,1,55,902,31,
130,1,1,24,902,31,
83,1,1,23,904,31,
90,2,1,26,904,31,
72,1,1,77,902,31,
74,2,1,73,902,31,
112,2,2,44,903,31,
94,2,1,56,901,31,
90,1,1,57,901,31,
70,2,1,36,902,31,
56,1,1,45,902,31,
22,1,1,69,903,31,
130,2,1,50,902,31,
166,1,1,19,902,31,
59,1,2,68,901,31,
96,2,1,60,901,31,
93,1,1,27,901,31,
130,2,1,25,901,31,
135,1,1,62,903,31,
99,2,1,61,903,31,
67,2,1,39,901,31,
73,1,1,41,901,31,
321,2,1,31,901,31,
11,2,1,20,904,31,
94,2,1,26,904,31,
90,1,1,32,904,31,
125,2,1,44,902,31,
163,1,1,28,902,31,
97,1,1,48,902,31,
126,2,1,20,902,31,
154,2,1,77,903,31,
105,2,1,59,903,31,
97,1,1,66,903,31,
221,1,1,37,904,31,
179,1,9,40,904,31,
46,1,1,76,903,31,
58,2,1,76,903,31,
62,2,9,39,903,31,
320,1,2,41,903,31,
233,2,2,19,903,31,
251,2,3,26,902,31,
331,1,1,24,902,31,
87,2,1,67,902,31,
93,1,1,69,902,31,
92,2,1,63,902,31,
71,1,1,77,904,31,
71,2,1,77,904,31,
178,1,1,52,904,31,
384,1,1,59,903,31,
486,2,1,54,903,31,
85,2,9,70,902,31,
93,2,1,29,902,31,
128,1,1,30,902,31,
98,1,1,94,904,31,
340,2,1,28,902,31,
357,1,1,30,901,31,
114,1,1,63,903,31,
223,1,6,48,903,31,
530,2,6,41,903,31,
51,2,1,19,903,31,
158,1,1,50,904,31,
11,2,1,19,904,31,
115,2,1,42,902,31,
91,1,1,46,902,31,
14,2,1,27,904,31,
51,2,8,55,904,31,
42,1,8,47,904,31,
61,1,8,52,904,31,
253,2,8,32,904,31,
550,1,8,37,904,31,
405,2,1,31,902,31,
375,1,9,34,902,31,
92,2,1,76,902,31,
201,1,1,62,902,31,
178,2,1,62,902,31,
122,1,1,35,902,31,
113,1,1,49,904,31,
123,2,1,40,904,31,
103,1,1,70,902,31,
414,1,1,23,903,31,
290,2,1,22,903,31,
110,2,1,43,902,31,
109,1,1,42,902,31,
106,2,1,60,901,31,
105,2,1,88,901,31,
145,1,1,58,901,31,
87,1,1,70,901,31,
80,2,1,65,901,31,
93,2,1,94,901,31,
230,2,8,33,901,31,
221,1,2,36,901,31,
98,1,2,78,903,31,
123,2,2,74,903,31,
13,2,1,80,901,31,
62,2,1,22,901,31,
425,2,1,47,901,31,
505,1,1,20,901,31,
532,1,1,18,901,31,
210,2,2,21,903,31,
33,1,1,89,902,31,
163,2,1,58,904,31,
138,1,1,62,904,31,
249,1,1,25,904,31,
192,2,1,18,904,31,
55,2,1,41,903,31,
58,1,1,33,904,31,
73,2,1,38,904,31,
100,1,1,66,901,31,
89,2,1,68,901,31,
62,2,1,94,902,31,
102,1,1,72,902,31,
66,2,1,48,901,31,
67,1,1,48,901,31,
141,1,1,48,902,31,
185,2,1,43,902,31,
20,1,1,88,902,31,
42,1,1,64,902,31,
41,1,1,48,904,31,
53,2,1,45,904,31,
77,2,1,24,904,31,
61,1,1,20,904,31,
35,2,1,94,903,31,
61,1,1,72,902,31,
48,2,1,69,902,31,
138,1,1,20,903,31,
97,2,1,20,903,31,
90,2,1,60,902,31,
118,1,1,54,902,31,
119,1,1,24,902,31,
41,1,2,79,903,31,
79,1,1,62,903,31,
119,1,1,22,903,31,
92,2,1,19,903,31,
148,2,1,54,903,31,
64,1,1,64,902,31,
57,2,1,63,902,31,
226,2,1,36,902,31,
218,1,1,35,902,31,
148,2,1,47,902,31,
183,1,1,44,902,31,
122,2,1,54,904,31,
126,1,1,53,904,31,
114,1,2,35,901,31,
105,2,1,33,901,31,
112,2,1,44,901,31,
112,1,1,48,901,31,
94,2,2,62,901,31,
61,1,2,70,901,31,
224,2,2,34,901,31,
48,2,1,85,903,31,
112,1,1,60,902,31,
96,2,1,63,902,31,
55,1,2,82,904,31,
89,1,1,36,904,31,
54,2,1,36,904,31,
121,2,1,60,904,31,
649,1,1,44,903,31,
102,1,1,48,904,31,
322,2,1,30,903,31,
252,1,1,32,903,31,
287,1,2,87,903,31,
80,2,1,70,902,31,
108,1,1,73,902,31,
260,1,1,37,903,31,
244,2,1,37,903,31,
282,2,1,52,903,31,
170,1,1,53,903,31,
227,2,1,21,903,31,
385,1,1,19,903,31,
51,1,1,84,903,31,
141,2,1,54,902,31,
113,1,1,45,901,31,
122,2,1,35,901,31,
209,1,1,55,902,31,
219,2,1,51,902,31,
241,1,1,20,902,31,
212,1,2,63,901,31,
190,2,2,62,901,31,
245,2,2,52,901,31,
124,1,1,64,903,31,
69,2,1,83,903,31,
105,1,1,67,902,31,
85,2,1,65,902,31,
97,2,1,45,901,31,
146,1,1,50,901,31,
80,2,1,87,904,31,
103,2,1,64,901,31,
118,1,1,55,902,31,
106,2,1,55,902,31,
123,2,1,22,902,31,
30,2,1,64,901,31,
31,1,1,65,901,31,
22,2,1,46,902,31,
38,2,1,84,902,31,
22,1,1,49,902,31,
99,2,1,84,904,31,
185,1,1,60,902,31,
164,2,1,59,902,31,
255,2,1,27,902,31,
211,1,1,20,902,31,
65,2,1,28,903,31,
102,1,1,29,903,31,
62,2,1,56,904,31,
57,1,1,34,904,31,
62,1,1,21,904,31,
76,2,1,77,903,31,
51,1,1,39,904,31,
51,2,1,45,904,31,
59,1,1,77,902,31,
100,1,1,23,904,31,
119,2,1,21,904,31,
83,1,1,58,901,31,
93,2,1,55,901,31,
121,2,1,50,901,31,
64,2,1,64,902,31,
79,2,1,67,902,31,
192,1,1,37,901,31,
177,2,1,34,901,31,
121,1,1,63,903,31,
85,2,1,60,904,31,
73,1,1,60,904,31,
26,1,1,64,902,31,
25,2,1,58,902,31,
95,2,1,57,902,31,
112,1,1,57,902,31,
98,2,1,61,901,31,
138,2,1,74,902,31,
80,1,1,63,904,31,
89,2,1,59,904,31,
76,2,1,83,903,31,
186,1,1,64,903,31,
159,2,9,24,903,31,
316,2,1,33,901,31,
154,2,1,32,903,31,
121,1,1,30,903,31,
158,2,2,60,903,31,
50,1,1,87,904,31,
103,2,1,63,901,31,
98,1,1,63,901,31,
175,2,1,23,901,31,
96,2,1,69,903,31,
66,1,1,72,903,31,
80,2,2,29,903,31,
74,1,2,28,903,31,
318,2,1,34,901,31,
325,1,1,45,901,31,
55,1,5,67,901,31,
59,2,1,66,901,31,
67,2,2,80,903,31,
151,2,2,60,903,31,
85,2,1,73,902,31,
68,1,1,45,904,31,
70,2,1,44,904,31,
209,1,1,49,903,31,
346,1,1,71,903,31,
120,2,1,35,904,31,
133,2,1,34,904,31,
59,2,1,59,904,31,
50,2,6,23,904,31,
161,1,1,28,902,31,
177,2,1,69,903,31,
122,1,1,68,903,31,
102,1,1,58,902,31,
111,2,1,53,902,31,
98,2,1,65,901,31,
99,1,1,62,901,31,
50,2,1,33,901,31,
57,1,1,40,901,31,
85,1,1,89,904,31,
77,1,2,64,903,31,
62,1,6,19,903,31,
100,2,1,55,901,31,
158,1,9,41,904,31,
199,2,1,28,904,31,
292,1,1,37,904,31,
73,1,1,84,902,31,
89,2,1,84,902,31,
94,1,1,64,901,31,
104,2,1,59,901,31,
133,2,1,80,901,31,
212,2,2,35,903,31,
340,1,2,32,903,31,
87,2,1,74,902,31,
42,1,1,56,904,31,
50,2,1,58,904,31,
75,2,1,27,904,31,
105,2,1,24,902,31,
136,1,1,28,902,31,
106,1,1,45,904,31,
148,2,1,42,904,31,
141,1,1,33,904,31,
119,1,1,42,901,31,
116,2,1,42,901,31,
90,2,1,50,904,31,
120,2,1,30,904,31,
91,2,1,69,901,31,
101,1,1,66,901,31,
68,2,1,68,901,31,
98,1,1,72,902,31,
99,2,1,64,902,31,
110,2,1,51,901,31,
132,1,1,50,901,31,
122,1,1,25,901,31,
118,2,1,84,901,31,
103,1,2,41,903,31,
106,2,2,43,903,31,
142,1,2,21,903,31,
72,2,2,19,903,31,
54,2,1,21,903,31,
9,1,1,20,904,31,
71,2,1,42,904,31,
81,1,9,40,904,31,
97,2,1,89,902,31,
98,1,1,89,902,31,
127,2,2,64,903,31,
88,2,1,60,901,31,
96,1,1,47,902,31,
19,1,1,75,903,31,
157,2,1,45,903,31,
358,2,1,65,903,31,
212,1,1,34,902,31,
242,2,1,31,902,31,
123,2,1,54,901,31,
121,1,1,59,902,31,
89,2,1,66,902,31,
179,2,2,84,904,31,
157,2,1,46,903,31,
206,1,1,69,904,31,
185,1,1,64,902,31,
166,2,1,62,902,31,
259,2,1,94,902,31,
103,2,1,57,901,31,
97,2,1,90,904,31,
204,1,1,41,901,31,
194,2,1,40,901,31,
208,1,1,23,902,31,
218,2,9,26,902,31,
283,2,1,67,902,31,
216,2,1,36,903,31,
100,1,2,73,904,31,
67,1,1,21,904,31,
137,2,1,39,903,31,
86,1,1,49,903,31,
100,1,1,70,902,31,
83,2,1,70,902,31,
84,1,1,75,904,31,
114,2,1,65,904,31,
139,2,1,31,902,31,
132,1,1,34,902,31,
78,2,2,50,901,31,
55,1,2,67,901,31,
63,1,1,89,904,31,
61,2,1,28,902,31,
98,1,1,56,904,31,
181,1,1,54,904,31,
181,1,1,52,904,31,
100,1,1,72,901,31,
102,2,1,63,901,31,
136,2,1,30,901,31,
133,1,1,31,902,31,
150,2,1,31,902,31,
212,1,2,56,903,31,
105,2,1,58,903,31,
140,1,1,58,903,31,
246,1,1,28,903,31,
68,1,1,43,904,31,
90,2,1,74,901,31,
100,2,1,31,901,31,
136,1,1,31,901,31,
67,1,1,83,903,31,
82,2,1,81,903,31,
105,1,5,38,903,31,
99,1,1,36,902,31,
128,2,1,32,902,31,
74,1,2,42,903,31,
107,1,1,20,904,31,
83,2,1,88,904,31,
126,1,1,31,901,31,
101,2,1,30,901,31,
64,2,1,72,904,31,
89,2,1,19,904,31,
65,1,1,52,903,31,
54,2,1,48,903,31,
86,1,1,20,904,31,
138,1,1,25,904,31,
100,1,1,21,904,31,
100,1,1,20,904,31,
65,2,1,59,904,31,
81,1,1,26,904,31,
81,1,1,25,904,31,
322,1,1,69,902,31,
172,2,1,80,902,31,
256,1,2,60,903,31,
223,2,2,80,903,31,
90,1,1,60,901,31,
100,2,1,46,901,31,
107,2,1,19,901,31,
127,1,1,51,904,31,
91,2,1,62,904,31,
192,1,1,58,902,31,
115,1,1,43,901,31,
85,2,1,64,903,31,
263,2,1,25,904,31,
447,2,2,26,901,31,
91,2,1,49,904,31,
115,1,1,46,904,31,
116,1,1,34,902,31,
108,2,1,36,902,31,
123,1,1,48,904,31,
99,1,1,66,902,31,
78,2,1,66,902,31,
134,1,1,52,901,31,
80,2,1,83,903,31,
213,1,1,35,902,31,
270,2,1,33,902,31,
15,2,1,87,904,31,
85,2,1,69,902,31,
73,1,1,59,904,31,
82,2,1,58,904,31,
190,1,1,72,902,31,
152,2,1,73,902,31,
101,1,9,65,902,31,
125,2,9,65,902,31,
129,1,1,73,904,31,
143,1,1,36,904,31,
98,1,1,27,903,31,
133,2,1,38,903,31,
37,1,1,76,901,31,
30,2,1,67,901,31,
124,1,1,94,901,31,
101,2,1,80,902,31,
89,1,1,82,902,31,
502,1,1,36,904,31,
225,2,1,32,904,31,
391,1,1,40,904,31,
71,1,1,94,904,31,
140,1,1,36,904,31,
63,2,1,30,904,31,
336,2,1,42,903,31,
216,1,1,45,903,31,
355,2,1,20,903,31,
79,2,1,52,902,31,
104,2,1,61,902,31,
9,1,1,19,904,31,
121,1,1,34,901,31,
95,2,1,34,901,31,
97,1,1,66,901,31,
99,2,1,61,901,31,
149,1,1,35,901,31,
160,2,1,75,901,31,
97,2,1,45,901,31,
149,2,1,52,904,31,
25,1,1,44,903,31,
105,2,1,43,901,31,
115,1,1,43,901,31,
74,1,1,62,904,31,
80,2,1,48,904,31,
172,1,1,43,902,31,
185,2,1,40,902,31,
11,1,1,21,904,31,
105,1,1,56,904,31,
32,2,1,29,901,31,
32,1,1,29,901,31,
73,2,2,76,901,31,
59,1,2,78,901,31,
181,2,1,38,904,31,
167,1,1,29,904,31,
196,1,1,18,904,31,
84,1,1,26,904,31,
94,1,1,56,901,31,
122,2,1,53,901,31,
220,2,1,25,902,31,
17,2,1,19,904,31,
133,2,1,41,904,31,
122,1,1,44,904,31,
14,2,2,24,904,31,
91,1,1,23,904,31,
165,2,1,80,901,31,
124,1,1,50,901,31,
90,2,1,45,901,31,
68,1,1,69,901,31,
63,2,1,70,901,31,
98,1,1,58,901,31,
72,2,1,52,901,31,
78,1,1,26,901,31,
95,2,1,23,901,31,
94,2,1,63,902,31,
199,2,2,36,901,31,
240,1,2,36,901,31,
267,1,2,19,901,31,
109,2,1,73,904,31,
97,1,1,19,903,31,
92,2,1,29,903,31,
137,1,1,35,902,31,
91,2,1,20,904,31,
123,2,1,67,904,31,
187,2,1,44,901,31,
205,1,1,51,902,31,
151,2,1,48,902,31,
369,2,2,25,901,31,
359,1,2,26,901,31,
88,2,1,65,901,31,
100,1,1,68,901,31,
84,2,1,67,904,31,
84,1,1,67,904,31,
330,1,1,40,903,31,
64,1,1,59,902,31,
71,2,1,54,902,31,
134,1,1,51,902,31,
28,2,1,94,903,31,
86,2,1,45,903,31,
134,1,1,44,903,31,
104,1,1,72,901,31,
107,1,1,63,902,31,
94,2,1,62,902,31,
78,2,1,19,904,31,
50,1,1,81,902,31,
57,2,1,81,902,31,
127,1,1,53,902,31,
189,1,1,35,902,31,
161,2,9,36,902,31,
287,2,1,33,902,31,
270,1,1,49,902,31,
113,2,1,44,902,31,
89,1,1,46,902,31,
152,1,1,19,902,31,
31,1,9,57,902,31,
47,1,1,80,902,31,
57,2,1,76,902,31,
98,2,1,62,901,31,
118,1,1,40,902,31,
126,2,1,40,902,31,
324,2,1,55,902,31,
400,1,1,21,902,31,
125,1,1,54,902,31,
119,2,1,52,902,31,
102,1,1,74,901,31,
200,1,1,53,901,31,
169,2,1,51,901,31,
273,1,2,34,901,31,
94,1,1,29,901,31,
160,2,1,20,901,31,
102,2,1,55,902,31,
121,1,1,57,902,31,
224,2,1,29,904,31,
200,1,1,60,902,31,
92,2,1,35,901,31,
102,1,1,35,901,31,
33,1,1,78,902,31,
103,1,1,67,902,31,
82,2,1,71,902,31,
15,2,1,78,904,31,
79,2,1,30,902,31,
75,1,1,31,902,31,
68,1,1,72,904,31,
61,2,2,62,903,31,
69,1,2,66,903,31,
145,1,2,31,903,31,
96,2,1,61,904,31,
80,1,1,63,904,31,
120,1,1,30,903,31,
96,2,1,84,901,31,
119,1,1,86,901,31,
118,1,1,40,902,31,
125,2,1,40,902,31,
51,1,1,71,904,31,
79,2,1,61,904,31,
133,2,1,40,904,31,
63,1,1,60,901,31,
71,2,1,58,901,31,
81,2,1,68,901,31,
116,2,1,94,901,31,
97,1,1,40,904,31,
106,2,8,42,904,31,
96,1,1,51,903,31,
107,2,9,53,903,31,
13,1,1,73,904,31,
179,1,6,49,901,31,
201,2,6,34,901,31,
113,2,1,18,903,31,
45,2,1,18,904,31,
29,2,1,77,902,31,
62,2,1,34,903,31,
81,1,1,49,903,31,
31,2,1,71,901,31,
52,1,1,78,902,31,
60,2,1,78,902,31,
97,2,1,29,901,31,
133,1,1,30,901,31,
173,1,1,44,903,31,
207,2,1,37,903,31,
137,2,1,48,903,31,
98,1,1,25,903,31,
98,1,1,55,904,31,
76,2,2,28,901,31,
102,1,1,46,902,31,
134,2,1,39,902,31,
65,1,1,52,903,31,
105,2,1,53,903,31,
74,1,1,46,904,31,
175,1,6,21,903,31,
206,2,6,19,903,31,
319,1,6,59,903,31,
404,2,6,48,903,31,
316,1,6,74,903,31,
256,1,6,22,903,31,
72,2,1,76,904,31,
102,1,1,73,904,31,
93,2,1,90,901,31,
97,2,1,77,901,31,
163,1,1,78,901,31,
297,1,2,21,901,31,
138,2,1,62,904,31,
100,2,1,90,902,31,
76,2,1,94,904,31,
219,1,1,30,901,31,
167,2,1,25,901,31,
190,1,1,80,901,31,
161,2,1,82,901,31,
49,2,1,65,902,31,
66,1,1,71,902,31,
98,2,1,85,902,31,
126,1,2,33,904,31,
52,2,1,20,904,31,
136,2,1,53,901,31,
192,2,1,53,901,31,
90,1,2,29,904,31,
178,1,2,35,901,31,
118,2,2,29,901,31,
45,1,1,76,904,31,
129,2,1,27,901,31,
179,1,1,29,901,31,
130,1,1,29,901,31,
96,2,1,40,901,31,
137,1,1,51,901,31,
104,2,1,74,903,31,
282,1,1,57,901,31,
313,2,1,57,901,31,
81,2,9,57,903,31,
191,1,2,33,903,31,
100,1,2,27,904,31,
237,1,1,52,904,31,
105,1,1,36,904,31,
106,1,1,65,904,31,
176,2,1,39,902,31,
171,1,1,39,902,31,
520,2,2,35,901,31,
620,1,2,38,901,31,
169,1,1,55,901,31,
99,1,1,62,902,31,
89,2,1,61,902,31,
209,2,1,31,902,31,
137,1,1,28,902,31,
81,1,1,61,901,31,
92,2,1,64,901,31,
137,1,1,50,901,31,
100,2,1,47,901,31,
45,1,1,34,901,31,
37,2,1,32,901,31,
278,1,1,61,901,31,
71,2,1,40,904,31,
65,1,1,49,904,31,
308,2,2,43,902,31,
11,2,1,22,904,31,
283,2,1,49,904,31,
204,1,3,53,904,31,
133,1,9,29,904,31,
133,1,9,20,904,31,
327,2,1,21,904,31,
66,1,1,36,902,31,
57,2,1,28,902,31,
134,2,1,32,904,31,
126,1,1,31,904,31,
125,2,1,29,904,31,
161,2,1,25,901,31,
43,1,6,21,903,31,
131,1,1,21,903,31,
68,1,1,47,904,31,
73,2,1,40,904,31,
92,1,1,56,901,31,
104,2,1,57,901,31,
365,1,6,33,902,31,
417,2,6,29,902,31,
60,2,1,35,901,31,
35,1,3,21,904,31,
100,1,1,55,901,31,
80,2,1,74,902,31,
81,1,1,75,902,31,
65,1,1,61,901,31,
89,1,1,46,902,31,
119,2,1,37,902,31,
95,1,1,69,901,31,
84,2,1,72,901,31,
100,1,1,67,901,31,
94,2,1,68,901,31,
64,2,1,22,902,31,
70,1,1,24,902,31,
62,1,1,73,901,31,
220,2,1,43,904,31,
174,1,1,44,904,31,
48,1,1,63,904,31,
70,2,2,62,904,31,
118,1,1,78,901,31,
89,2,1,21,904,31,
72,1,1,69,904,31,
72,2,1,66,904,31,
96,1,1,40,904,31,
108,2,1,68,904,31,
98,2,1,72,901,31,
111,1,1,74,901,31,
301,1,1,57,904,31,
348,2,1,19,904,31,
82,1,1,20,904,31,
136,1,1,53,904,31,
109,1,1,75,901,31,
91,2,1,70,901,31,
100,1,2,51,904,31,
93,1,1,55,901,31,
49,1,1,64,904,31,
107,2,1,18,904,31,
86,2,2,75,901,31,
82,1,1,48,902,31,
82,2,1,49,902,31,
117,1,1,21,902,31,
48,1,1,75,902,31,
58,2,1,75,902,31,
91,1,1,48,902,31,
121,2,1,44,902,31,
35,2,1,94,903,31,
69,1,1,54,904,31,
48,2,1,58,904,31,
118,2,1,44,902,31,
93,1,1,46,902,31,
202,2,1,26,904,31,
147,1,1,23,904,31,
128,1,1,55,903,31,
97,2,1,56,903,31,
222,1,1,25,903,31,
182,1,1,21,903,31,
88,2,1,89,901,31,
94,1,1,56,901,31,
104,2,1,55,901,31,
98,1,1,38,901,31,
91,2,1,30,901,31,
181,1,1,50,901,31,
159,2,1,50,901,31,
168,1,1,20,901,31,
126,1,1,18,901,31,
85,2,1,55,904,31,
75,1,1,56,904,31,
131,1,1,29,904,31,
91,2,1,85,904,31,
129,2,1,27,904,31,
171,1,1,83,902,31,
127,2,1,40,902,31,
183,2,2,67,903,31,
154,2,1,41,904,31,
326,2,1,44,902,31,
257,1,1,46,902,31,
115,1,1,66,901,31,
120,2,1,61,901,31,
90,1,1,57,903,31,
35,2,1,58,901,31,
179,1,1,65,901,31,
10,1,1,22,904,31,
59,1,1,73,902,31,
48,2,1,72,902,31,
100,2,1,58,901,31,
92,1,1,30,904,31,
133,2,1,31,904,31,
12,2,1,89,904,31,
126,1,1,47,904,31,
179,2,1,41,904,31,
188,1,1,24,904,31,
233,2,1,22,904,31,
57,2,1,87,901,31,
169,2,1,82,901,31,
258,2,1,44,901,31,
74,1,1,40,902,31,
78,1,1,19,904,31,
55,2,1,19,904,31,
122,2,1,23,901,31,
132,2,1,29,901,31,
164,2,1,23,901,31,
632,1,1,37,901,31,
87,1,1,24,901,31,
26,1,1,37,902,31,
34,2,1,31,902,31,
97,2,1,28,901,31,
135,1,1,33,901,31,
143,1,1,54,901,31,
104,2,1,61,901,31,
155,1,1,61,902,31,
45,1,1,73,904,31,
100,2,1,55,904,31,
91,1,1,23,904,31,
91,1,1,22,904,31,
354,2,1,30,903,31,
307,1,1,49,903,31,
103,2,1,35,902,31,
82,1,1,46,902,31,
92,2,1,48,901,31,
96,1,1,69,901,31,
37,1,1,79,903,31,
198,2,1,51,901,31,
481,1,1,53,901,31,
346,2,1,48,901,31,
490,2,1,67,902,31,
83,1,1,62,901,31,
94,2,1,59,901,31,
128,2,1,52,903,31,
98,1,1,56,903,31,
114,1,8,67,901,31,
184,1,1,30,901,31,
137,2,1,29,901,31,
229,1,1,24,903,31,
177,2,1,28,903,31,
105,2,1,83,901,31,
102,1,1,37,902,31,
108,2,1,35,902,31,
32,1,1,87,903,31,
