PWGTP,SEX,RAC1P,AGEP,PUMA,ST,
29,1,1,51,901,31,
28,2,1,50,901,31,
61,2,6,18,901,31,
78,2,1,61,902,31,
83,1,1,62,902,31,
131,2,1,29,902,31,
164,1,1,32,902,31,
28,2,1,62,901,31,
35,1,1,62,901,31,
130,2,1,63,903,31,
119,2,1,58,903,31,
134,1,1,71,903,31,
113,2,1,69,903,31,
244,2,1,61,901,31,
310,1,1,62,901,31,
75,1,1,75,902,31,
71,2,1,74,902,31,
130,2,1,53,901,31,
68,1,1,43,904,31,
108,2,1,42,904,31,
112,2,2,67,903,31,
118,2,1,76,902,31,
140,1,1,80,904,31,
99,2,1,50,902,31,
256,2,1,65,904,31,
191,2,1,63,904,31,
299,1,1,30,904,31,
81,1,1,83,902,31,
85,2,1,83,902,31,
194,1,1,34,902,31,
207,2,1,35,902,31,
118,1,1,67,903,31,
105,2,2,71,903,31,
63,2,1,67,902,31,
189,1,1,30,901,31,
192,2,1,19,901,31,
211,1,1,64,901,31,
171,2,1,63,901,31,
149,1,1,54,904,31,
27,2,1,42,904,31,
329,2,2,64,903,31,
39,1,2,68,903,31,
55,2,2,60,903,31,
104,1,2,41,903,31,
124,1,1,31,902,31,
300,1,2,27,901,31,
99,1,1,71,901,31,
105,2,1,70,901,31,
93,2,1,42,901,31,
93,1,1,49,901,31,
40,1,1,84,904,31,
154,2,1,47,902,31,
117,1,1,50,902,31,
113,2,1,20,903,31,
183,2,1,81,904,31,
107,1,1,36,901,31,
110,2,1,37,901,31,
77,2,2,38,901,31,
72,1,1,57,901,31,
60,2,1,57,901,31,
86,1,1,47,902,31,
99,2,1,55,902,31,
108,1,1,46,904,31,
103,2,1,36,904,31,
97,1,2,56,904,31,
92,2,1,51,904,31,
102,1,1,61,904,31,
88,2,1,60,904,31,
30,2,1,59,902,31,
115,2,1,28,902,31,
330,1,1,82,902,31,
57,1,1,51,901,31,
72,2,1,48,901,31,
96,2,1,19,901,31,
181,1,1,33,903,31,
190,2,1,32,903,31,
27,1,1,56,902,31,
21,2,1,50,902,31,
125,2,2,52,903,31,
188,2,1,68,903,31,
212,2,1,19,903,31,
141,1,1,57,902,31,
176,1,1,53,902,31,
189,1,1,66,902,31,
204,2,1,55,902,31,
114,1,1,64,901,31,
93,2,1,59,901,31,
145,1,2,26,903,31,
116,2,1,55,902,31,
90,1,2,58,902,31,
78,2,1,55,901,31,
99,1,1,55,901,31,
137,2,1,21,901,31,
65,1,9,22,904,31,
79,1,1,51,901,31,
77,2,1,53,901,31,
133,2,1,19,901,31,
99,2,1,36,901,31,
98,1,1,37,901,31,
125,2,1,57,902,31,
123,1,1,19,902,31,
112,2,1,37,902,31,
112,1,1,37,902,31,
13,2,1,18,904,31,
106,1,1,54,902,31,
96,2,1,50,902,31,
113,1,1,22,902,31,
102,1,1,41,901,31,
104,2,1,43,901,31,
134,1,1,34,901,31,
114,2,1,31,901,31,
160,2,1,30,901,31,
173,1,1,26,901,31,
88,1,1,67,904,31,
78,2,1,67,904,31,
64,2,1,28,902,31,
72,1,1,28,902,31,
242,1,2,50,903,31,
275,2,2,42,903,31,
156,1,2,26,903,31,
378,1,1,48,902,31,
114,1,1,38,901,31,
117,2,1,37,901,31,
90,2,1,51,901,31,
96,1,1,51,901,31,
148,2,1,39,902,31,
145,1,1,38,902,31,
182,1,2,33,904,31,
84,2,2,25,904,31,
139,2,1,62,902,31,
93,1,1,23,902,31,
197,2,1,22,902,31,
110,1,1,46,903,31,
112,2,1,43,903,31,
181,2,1,18,903,31,
82,1,2,19,903,31,
125,2,1,27,901,31,
140,1,1,32,901,31,
134,2,1,46,902,31,
97,1,1,49,902,31,
48,1,1,79,902,31,
50,2,1,77,902,31,
91,1,1,47,902,31,
88,2,1,28,902,31,
81,2,1,62,904,31,
97,1,1,59,904,31,
99,1,1,73,901,31,
105,2,1,70,901,31,
347,1,1,41,901,31,
115,1,1,45,904,31,
112,1,1,83,902,31,
120,1,1,59,901,31,
98,2,1,58,901,31,
48,1,1,19,903,31,
97,2,1,53,902,31,
125,1,1,56,902,31,
252,1,1,27,904,31,
291,2,1,26,904,31,
146,1,1,58,901,31,
77,1,1,55,901,31,
71,2,1,35,901,31,
165,2,1,87,902,31,
95,1,1,77,901,31,
115,1,1,66,901,31,
16,1,1,25,901,31,
16,2,1,26,901,31,
342,2,1,43,901,31,
336,1,1,46,901,31,
91,1,1,50,901,31,
104,2,1,37,901,31,
105,1,1,54,901,31,
101,2,1,73,902,31,
45,2,1,51,901,31,
48,1,1,50,901,31,
81,2,1,21,901,31,
72,2,1,33,904,31,
85,1,1,37,904,31,
90,2,9,45,902,31,
84,2,9,20,902,31,
324,1,2,40,901,31,
81,1,1,75,902,31,
79,2,1,72,902,31,
96,1,1,31,902,31,
86,2,1,29,902,31,
133,1,1,69,904,31,
125,2,1,67,904,31,
61,2,1,51,902,31,
70,1,1,54,902,31,
105,1,1,49,903,31,
129,2,1,45,903,31,
37,2,1,20,904,31,
221,1,1,43,903,31,
76,2,1,78,902,31,
76,1,1,81,902,31,
108,1,1,32,901,31,
89,2,1,31,901,31,
125,2,1,23,904,31,
95,1,1,54,902,31,
105,2,1,64,902,31,
142,1,1,64,901,31,
114,2,1,61,901,31,
204,2,1,20,901,31,
333,2,8,51,904,31,
91,2,1,40,902,31,
90,1,1,37,902,31,
91,2,1,19,903,31,
81,1,1,75,902,31,
79,2,1,73,902,31,
174,2,1,46,904,31,
73,1,1,42,904,31,
172,1,1,74,901,31,
183,2,1,70,901,31,
277,2,1,56,904,31,
90,2,1,55,904,31,
146,1,1,48,904,31,
97,2,8,20,903,31,
77,1,1,46,901,31,
91,1,1,29,901,31,
98,2,1,28,901,31,
178,2,1,47,904,31,
149,1,1,48,904,31,
113,1,1,36,902,31,
114,2,1,34,902,31,
111,1,1,56,902,31,
87,2,1,51,902,31,
149,2,1,19,902,31,
101,1,1,65,901,31,
100,2,1,59,901,31,
171,1,1,28,901,31,
119,1,1,20,901,31,
11,2,1,18,904,31,
125,2,1,48,901,31,
113,1,1,53,901,31,
136,1,1,69,902,31,
98,2,1,51,903,31,
579,1,2,54,904,31,
70,1,1,67,902,31,
54,2,1,67,902,31,
44,1,1,75,901,31,
60,2,1,73,901,31,
117,1,1,27,904,31,
98,2,2,45,903,31,
74,2,1,93,903,31,
14,1,1,60,903,31,
97,1,1,46,901,31,
104,2,1,41,901,31,
116,1,1,87,904,31,
107,2,1,85,904,31,
151,1,1,45,901,31,
179,2,1,47,901,31,
38,2,1,19,903,31,
61,1,1,74,902,31,
46,2,1,69,902,31,
34,2,1,89,904,31,
109,1,1,32,904,31,
109,2,1,32,904,31,
438,1,1,49,904,31,
262,2,1,54,904,31,
411,2,1,19,904,31,
118,1,1,29,901,31,
125,2,1,29,901,31,
64,1,1,48,901,31,
78,2,1,47,901,31,
60,2,1,86,903,31,
85,2,1,54,902,31,
100,1,1,50,901,31,
106,2,6,53,901,31,
113,1,1,32,904,31,
110,2,8,33,904,31,
48,2,9,83,901,31,
83,1,1,68,901,31,
90,2,1,67,901,31,
137,1,1,39,901,31,
165,2,1,52,903,31,
118,1,1,56,903,31,
97,2,2,57,903,31,
99,1,2,53,903,31,
165,2,2,22,903,31,
102,2,1,27,902,31,
117,1,1,30,902,31,
88,1,1,32,903,31,
118,2,1,65,901,31,
101,2,1,37,901,31,
103,1,1,42,901,31,
119,2,1,29,901,31,
131,1,1,34,901,31,
132,1,1,36,901,31,
69,1,1,49,902,31,
99,2,1,49,902,31,
112,2,1,40,902,31,
109,1,1,37,902,31,
72,2,2,79,903,31,
100,2,1,88,903,31,
88,2,1,88,901,31,
87,2,2,66,903,31,
48,1,2,28,903,31,
86,1,1,28,901,31,
92,2,1,28,901,31,
127,1,1,65,904,31,
85,2,1,63,904,31,
132,1,1,33,904,31,
21,2,1,28,901,31,
11,1,1,18,904,31,
126,2,1,44,902,31,
175,1,1,36,902,31,
124,2,1,67,901,31,
182,1,1,35,904,31,
219,1,1,40,904,31,
218,1,1,40,904,31,
311,1,1,23,901,31,
367,1,1,22,901,31,
317,1,6,22,901,31,
139,2,1,62,901,31,
178,1,1,63,901,31,
225,2,1,32,901,31,
225,2,1,30,901,31,
82,2,2,62,903,31,
122,2,1,75,904,31,
108,2,1,40,902,31,
104,1,1,39,902,31,
93,1,1,80,901,31,
90,2,1,79,901,31,
93,1,1,28,902,31,
90,2,1,27,902,31,
308,2,1,38,902,31,
301,1,1,40,902,31,
175,2,1,32,901,31,
190,1,1,29,901,31,
74,1,1,32,901,31,
60,2,1,32,901,31,
122,2,1,44,902,31,
119,1,1,44,902,31,
73,2,1,40,904,31,
89,1,1,41,904,31,
131,2,1,35,902,31,
216,1,1,31,903,31,
314,2,9,32,903,31,
97,2,1,29,901,31,
93,1,1,35,901,31,
64,2,1,78,904,31,
106,1,1,66,902,31,
116,2,1,64,902,31,
106,2,9,34,904,31,
79,1,6,35,904,31,
90,1,1,46,901,31,
51,2,9,46,901,31,
185,2,1,34,904,31,
129,1,1,37,904,31,
878,1,1,33,902,31,
577,1,1,22,902,31,
209,1,1,42,903,31,
198,2,1,43,903,31,
114,1,1,57,902,31,
79,2,9,65,902,31,
92,1,6,36,901,31,
152,2,6,32,901,31,
204,2,1,62,902,31,
196,1,1,67,902,31,
340,1,1,36,902,31,
336,1,1,31,902,31,
126,2,1,28,902,31,
133,1,1,58,901,31,
110,2,1,57,901,31,
95,2,1,65,901,31,
93,1,1,71,901,31,
114,2,1,87,902,31,
128,1,1,49,901,31,
28,1,1,68,903,31,
181,1,2,67,903,31,
91,2,1,36,902,31,
74,1,1,63,901,31,
62,2,1,59,901,31,
122,1,1,56,902,31,
122,2,1,55,902,31,
141,1,1,18,902,31,
246,1,1,30,904,31,
285,2,1,23,904,31,
332,1,1,23,904,31,
182,2,1,48,902,31,
115,1,1,20,902,31,
119,1,1,62,902,31,
116,2,1,60,902,31,
75,1,1,19,903,31,
200,1,1,24,902,31,
306,2,1,23,902,31,
53,2,1,53,901,31,
57,1,1,53,901,31,
67,1,1,22,901,31,
68,1,1,19,901,31,
405,1,2,32,901,31,
231,2,2,35,901,31,
72,2,2,63,901,31,
93,2,1,27,902,31,
103,1,1,28,902,31,
118,1,1,62,902,31,
358,1,1,30,902,31,
131,2,1,49,902,31,
157,2,1,20,902,31,
109,1,1,57,902,31,
99,2,1,32,902,31,
100,1,1,35,902,31,
93,2,1,51,902,31,
105,1,1,46,902,31,
232,2,9,31,901,31,
60,1,1,52,901,31,
69,2,1,41,901,31,
315,1,6,48,902,31,
261,2,6,48,902,31,
120,2,2,46,903,31,
73,1,2,27,903,31,
182,1,2,23,903,31,
100,1,2,19,903,31,
125,1,1,58,902,31,
100,2,1,52,902,31,
53,1,2,52,903,31,
111,2,1,28,901,31,
124,1,1,33,901,31,
86,1,1,22,904,31,
150,2,1,47,904,31,
93,1,2,70,903,31,
153,2,2,69,903,31,
88,2,1,33,902,31,
143,1,6,34,902,31,
43,2,9,45,904,31,
149,2,1,63,902,31,
199,1,1,36,902,31,
108,1,2,52,903,31,
162,2,2,25,903,31,
157,2,1,55,902,31,
169,1,1,55,902,31,
110,1,1,41,901,31,
93,2,1,38,901,31,
143,2,1,18,901,31,
19,2,1,88,902,31,
276,1,2,59,903,31,
115,2,2,43,903,31,
126,1,1,51,903,31,
129,2,1,47,903,31,
145,1,1,25,903,31,
183,1,6,31,901,31,
282,2,6,27,901,31,
60,2,2,40,903,31,
87,1,2,42,903,31,
133,1,9,20,903,31,
141,2,2,18,903,31,
76,1,2,26,904,31,
153,2,2,34,903,31,
35,1,3,71,902,31,
36,2,3,73,902,31,
141,1,3,35,902,31,
61,2,3,46,902,31,
253,2,6,28,902,31,
11,2,6,18,904,31,
81,1,1,21,903,31,
66,1,2,42,903,31,
93,1,2,42,903,31,
97,2,1,26,904,31,
114,2,1,27,904,31,
137,1,1,58,901,31,
110,2,1,57,901,31,
92,1,1,68,901,31,
100,2,1,68,901,31,
76,2,1,28,901,31,
85,1,1,30,901,31,
116,2,1,25,901,31,
115,1,1,25,901,31,
366,2,1,32,903,31,
345,1,2,32,903,31,
99,2,1,31,901,31,
102,1,1,34,901,31,
150,1,8,39,904,31,
249,2,8,35,904,31,
97,2,1,51,904,31,
64,1,1,31,904,31,
52,2,1,29,904,31,
85,1,1,44,904,31,
109,2,1,37,901,31,
111,1,1,36,901,31,
121,1,1,86,903,31,
92,1,1,41,901,31,
94,2,1,44,901,31,
77,2,1,20,903,31,
133,1,1,28,904,31,
104,1,1,60,901,31,
83,2,1,63,901,31,
95,1,1,25,904,31,
175,1,1,85,901,31,
223,2,8,45,904,31,
128,2,8,22,904,31,
101,2,8,19,904,31,
131,1,1,28,904,31,
116,1,8,48,904,31,
211,2,1,42,901,31,
65,2,1,36,902,31,
66,1,1,37,902,31,
145,2,3,57,901,31,
162,1,1,55,901,31,
113,2,1,26,904,31,
115,2,1,26,904,31,
125,1,1,66,902,31,
136,2,1,62,902,31,
136,1,1,31,901,31,
201,1,1,53,901,31,
95,1,1,58,901,31,
72,2,1,27,902,31,
69,1,1,30,902,31,
102,2,1,53,902,31,
145,2,1,50,903,31,
102,1,1,55,903,31,
172,1,1,30,903,31,
72,1,1,62,901,31,
62,2,1,65,901,31,
93,2,1,25,902,31,
107,1,1,38,902,31,
118,1,1,56,903,31,
91,2,3,50,903,31,
208,2,3,20,903,31,
119,2,1,38,904,31,
143,2,1,35,904,31,
262,2,1,23,902,31,
177,1,1,23,902,31,
240,1,1,53,903,31,
103,1,1,31,901,31,
85,2,1,31,901,31,
173,2,1,28,903,31,
188,1,1,31,903,31,
27,2,1,38,904,31,
165,2,1,45,902,31,
119,1,1,46,902,31,
198,2,1,21,902,31,
105,1,1,58,904,31,
87,2,1,58,904,31,
94,2,1,63,904,31,
80,1,1,58,901,31,
62,2,1,57,901,31,
136,2,1,69,901,31,
64,2,1,72,904,31,
68,1,1,54,904,31,
189,2,1,52,902,31,
107,1,1,60,904,31,
182,2,1,48,904,31,
64,1,1,48,901,31,
72,2,1,45,901,31,
87,1,1,51,904,31,
84,1,1,64,904,31,
91,2,1,37,904,31,
69,1,1,27,904,31,
75,2,1,22,903,31,
108,1,1,47,902,31,
119,2,1,30,902,31,
64,2,1,79,902,31,
147,2,1,48,902,31,
107,1,1,49,902,31,
75,1,2,45,902,31,
111,2,2,45,902,31,
138,1,2,23,902,31,
91,1,1,75,903,31,
89,1,1,39,904,31,
112,1,1,86,902,31,
124,1,2,43,903,31,
66,1,2,74,903,31,
107,2,1,59,904,31,
106,2,1,56,902,31,
116,1,1,63,902,31,
268,1,1,55,902,31,
127,2,1,71,901,31,
137,2,1,51,901,31,
117,1,8,58,902,31,
94,2,8,51,902,31,
172,2,8,22,902,31,
209,1,1,47,903,31,
62,2,6,19,903,31,
206,1,1,34,903,31,
58,2,1,53,901,31,
75,1,1,59,901,31,
99,2,1,18,901,31,
82,2,1,70,901,31,
97,1,1,82,901,31,
159,1,1,49,901,31,
169,2,1,63,901,31,
48,1,1,85,902,31,
48,2,1,79,902,31,
145,1,1,46,904,31,
133,1,1,18,904,31,
119,2,1,52,902,31,
28,2,1,65,903,31,
102,2,1,28,902,31,
113,1,1,26,902,31,
98,1,1,62,903,31,
96,2,1,55,903,31,
28,2,2,56,901,31,
74,1,1,41,903,31,
62,1,8,72,903,31,
61,2,1,72,903,31,
68,1,1,69,903,31,
63,2,1,58,903,31,
131,2,1,42,901,31,
129,1,1,45,901,31,
95,1,1,52,902,31,
88,2,1,53,902,31,
157,2,1,20,902,31,
149,2,1,18,902,31,
156,1,1,41,903,31,
196,1,1,48,903,31,
177,1,2,72,901,31,
47,1,1,70,904,31,
60,1,1,64,904,31,
76,1,1,44,904,31,
46,2,1,60,904,31,
56,1,1,55,904,31,
125,1,1,57,902,31,
103,1,1,45,902,31,
150,2,1,49,902,31,
118,2,1,60,901,31,
159,1,2,62,903,31,
104,2,1,84,902,31,
143,1,1,84,903,31,
60,1,1,57,903,31,
146,2,6,34,901,31,
99,1,1,30,902,31,
102,2,1,34,902,31,
128,1,1,49,901,31,
125,1,1,38,904,31,
95,2,1,37,904,31,
70,1,1,39,902,31,
73,2,1,35,902,31,
215,2,2,36,902,31,
354,2,2,45,904,31,
68,2,1,71,901,31,
79,2,1,73,901,31,
90,1,1,85,903,31,
47,2,2,59,903,31,
33,1,2,73,903,31,
132,2,1,66,904,31,
197,1,2,24,901,31,
122,2,1,23,901,31,
106,2,1,57,901,31,
150,1,1,44,904,31,
194,2,1,49,904,31,
11,2,1,19,904,31,
109,1,1,44,901,31,
110,2,1,44,901,31,
136,2,1,62,902,31,
183,1,1,36,902,31,
119,1,1,58,902,31,
116,2,1,55,902,31,
118,2,1,38,901,31,
120,1,1,38,901,31,
175,2,2,31,904,31,
88,2,2,32,903,31,
138,1,1,73,904,31,
157,2,1,47,904,31,
120,1,1,50,904,31,
123,1,1,31,904,31,
130,2,1,22,904,31,
121,1,1,67,904,31,
79,2,1,64,904,31,
79,1,1,77,902,31,
77,2,1,73,902,31,
123,1,1,34,901,31,
114,2,1,27,901,31,
174,2,1,56,904,31,
209,1,1,58,904,31,
246,2,9,19,904,31,
116,1,1,56,902,31,
116,2,1,55,902,31,
113,1,1,23,902,31,
101,1,1,20,901,31,
119,1,1,21,901,31,
303,2,2,27,903,31,
129,1,2,28,903,31,
72,2,1,52,902,31,
102,2,1,51,902,31,
124,2,1,56,902,31,
127,2,1,20,904,31,
91,2,1,93,902,31,
105,1,1,37,901,31,
107,2,1,35,901,31,
150,2,1,52,901,31,
102,1,1,26,904,31,
154,1,1,37,903,31,
100,1,2,67,903,31,
63,2,1,42,901,31,
63,1,1,43,901,31,
98,1,1,39,902,31,
105,2,1,36,902,31,
135,1,2,30,902,31,
191,2,1,30,902,31,
225,2,1,29,904,31,
240,1,1,31,904,31,
101,2,1,19,904,31,
118,2,1,58,903,31,
205,1,1,67,903,31,
94,2,1,53,901,31,
118,1,1,62,901,31,
99,1,1,65,901,31,
97,2,1,56,901,31,
162,2,1,18,901,31,
11,2,8,20,904,31,
81,2,1,34,902,31,
103,2,1,57,902,31,
110,1,1,57,902,31,
71,1,1,79,903,31,
52,2,1,80,903,31,
132,2,1,32,901,31,
52,2,1,52,904,31,
82,2,1,21,904,31,
75,1,1,61,904,31,
55,2,3,65,901,31,
62,1,3,65,901,31,
38,1,1,19,904,31,
24,2,1,36,902,31,
24,1,1,35,902,31,
52,1,6,24,904,31,
204,1,1,36,902,31,
216,2,1,41,902,31,
27,2,1,70,904,31,
120,1,1,73,902,31,
93,2,1,73,902,31,
292,1,1,28,904,31,
435,2,1,30,904,31,
114,1,1,41,901,31,
115,2,1,40,901,31,
146,1,1,81,903,31,
107,2,1,80,903,31,
40,2,2,56,903,31,
126,1,1,85,904,31,
127,1,1,56,904,31,
87,2,1,88,904,31,
100,2,1,69,903,31,
107,1,1,64,903,31,
78,1,1,19,903,31,
96,1,1,70,901,31,
95,2,1,63,901,31,
159,1,1,40,901,31,
103,2,1,83,903,31,
62,2,9,40,904,31,
18,2,1,19,901,31,
123,1,1,64,901,31,
100,2,1,64,901,31,
121,1,1,21,901,31,
148,1,1,54,903,31,
218,2,1,48,903,31,
405,1,1,44,902,31,
209,1,1,33,904,31,
69,2,1,23,904,31,
55,1,1,26,904,31,
122,2,1,86,904,31,
9,2,1,70,902,31,
114,2,1,40,901,31,
115,1,1,41,901,31,
79,1,1,81,902,31,
82,2,1,81,902,31,
158,2,1,51,902,31,
141,1,1,46,904,31,
135,2,1,64,902,31,
142,1,1,64,902,31,
198,2,1,28,902,31,
93,1,1,31,904,31,
99,2,1,30,904,31,
96,2,1,28,904,31,
117,1,1,26,904,31,
79,2,1,50,901,31,
82,1,1,50,901,31,
140,2,1,22,901,31,
98,1,1,19,901,31,
20,1,1,48,901,31,
93,1,1,19,902,31,
112,1,1,21,902,31,
160,2,1,19,902,31,
138,1,1,35,904,31,
116,2,1,34,904,31,
206,1,1,51,902,31,
186,2,1,51,902,31,
65,1,8,36,904,31,
260,2,1,50,901,31,
271,1,1,53,901,31,
98,1,1,53,901,31,
96,2,1,52,901,31,
57,1,1,66,901,31,
55,2,1,56,901,31,
76,1,1,33,904,31,
100,1,1,46,901,31,
107,2,1,43,901,31,
363,1,1,24,904,31,
173,1,6,23,904,31,
106,1,6,27,903,31,
115,1,1,63,901,31,
92,2,1,58,901,31,
58,2,2,53,902,31,
127,2,1,63,902,31,
70,1,6,35,901,31,
113,2,6,35,901,31,
197,2,1,38,903,31,
63,2,1,60,904,31,
159,2,2,34,901,31,
80,2,1,45,901,31,
70,1,1,47,901,31,
77,1,1,20,901,31,
122,2,1,52,902,31,
67,1,1,49,901,31,
60,2,1,60,901,31,
36,2,9,48,902,31,
112,1,1,48,902,31,
255,1,1,67,904,31,
357,2,1,22,904,31,
355,2,1,20,904,31,
461,1,1,18,904,31,
80,1,1,42,904,31,
68,2,1,37,904,31,
94,2,9,23,903,31,
122,2,1,63,902,31,
170,2,6,39,901,31,
98,1,6,51,901,31,
251,2,1,26,902,31,
359,2,1,28,902,31,
356,2,1,27,902,31,
56,2,1,40,904,31,
62,1,1,48,904,31,
78,1,1,20,904,31,
127,2,1,82,904,31,
202,2,1,40,904,31,
146,1,1,37,904,31,
147,2,1,41,902,31,
58,2,1,74,903,31,
65,1,1,74,903,31,
109,2,1,80,902,31,
209,2,1,56,902,31,
196,1,1,51,902,31,
193,1,1,54,902,31,
76,1,2,22,904,31,
161,2,1,38,901,31,
159,1,9,53,901,31,
243,1,1,25,902,31,
341,1,1,25,902,31,
122,2,1,93,904,31,
19,1,1,85,904,31,
122,2,1,36,904,31,
59,2,1,25,901,31,
58,1,1,28,901,31,
126,2,8,56,901,31,
101,1,8,26,901,31,
114,1,8,23,901,31,
247,2,8,88,901,31,
123,2,1,48,901,31,
98,1,1,50,901,31,
170,2,1,20,901,31,
108,1,1,55,902,31,
89,2,1,53,902,31,
105,1,1,23,902,31,
156,2,1,23,902,31,
69,2,1,74,902,31,
73,1,1,76,902,31,
108,2,1,58,901,31,
137,1,1,59,901,31,
